"Path","SizeKB","Extension"
"textures\terrain\citytilewateredgeb_gloss.ddt","3",".ddt"
"textures\terrain\citytilewateredgeb_nm.ddt","14.4",".ddt"
"textures\terrain\citytilewateredgeb_spec.ddt","8.7",".ddt"
"textures\terrain\citytilewateredgeenda.ddt","1.6",".ddt"
"textures\terrain\citytilewateredgeenda_gloss.ddt","0.9",".ddt"
"textures\terrain\citytilewateredgeenda_nm.ddt","2.3",".ddt"
"textures\terrain\citytilewateredgeenda_spec.ddt","1.7",".ddt"
"textures\terrain\citytilewateredgeendb.ddt","1.6",".ddt"
"textures\terrain\citytilewateredgeendb_gloss.ddt","0.8",".ddt"
"textures\terrain\citytilewateredgeendb_nm.ddt","2.4",".ddt"
"textures\terrain\citytilewateredgeendb_spec.ddt","1.6",".ddt"
"textures\terrain\citytilewateredgeendc.ddt","1.6",".ddt"
"textures\terrain\citytilewateredgeendc_gloss.ddt","0.9",".ddt"
"textures\terrain\citytilewateredgeendc_nm.ddt","2.2",".ddt"
"textures\terrain\citytilewateredgeendc_spec.ddt","1.6",".ddt"
"textures\terrain\citytilewateredgeendd.ddt","1.6",".ddt"
"textures\terrain\citytilewateredgeendd_gloss.ddt","0.8",".ddt"
"textures\terrain\citytilewateredgeendd_nm.ddt","2.4",".ddt"
"textures\terrain\citytilewateredgeendd_spec.ddt","1.6",".ddt"
"textures\terrain\citytilewaterpool.ddt","19.2",".ddt"
"textures\terrain\citytilewaterpool_gloss.ddt","0.3",".ddt"
"textures\terrain\citytilewaterpool_nm.ddt","58.7",".ddt"
"textures\terrain\citytilewaterpool_spec.ddt","17.9",".ddt"
"textures\terrain\cliffa.ddt","119.7",".ddt"
"textures\terrain\cliffa_gloss.ddt","29.2",".ddt"
"textures\terrain\cliffa_nm.ddt","276.8",".ddt"
"textures\terrain\cliffa_spec.ddt","77.9",".ddt"
"textures\terrain\cliffegyptiana.ddt","120.1",".ddt"
"textures\terrain\cliffegyptiana_gloss.ddt","29.2",".ddt"
"textures\terrain\cliffegyptiana_nm.ddt","276.8",".ddt"
"textures\terrain\cliffegyptiana_spec.ddt","77.9",".ddt"
"textures\terrain\cliffegyptianb.ddt","130.9",".ddt"
"textures\terrain\cliffegyptianb_gloss.ddt","21.1",".ddt"
"textures\terrain\cliffegyptianb_nm.ddt","267.1",".ddt"
"textures\terrain\cliffegyptianb_spec.ddt","80.1",".ddt"
"textures\terrain\cliffgreeka.ddt","84.1",".ddt"
"textures\terrain\cliffgreeka_gloss.ddt","0.9",".ddt"
"textures\terrain\cliffgreeka_nm.ddt","197.9",".ddt"
"textures\terrain\cliffgreeka_spec.ddt","58",".ddt"
"textures\terrain\cliffgreekb.ddt","134.2",".ddt"
"textures\terrain\cliffgreekb_gloss.ddt","44.6",".ddt"
"textures\terrain\cliffgreekb_nm.ddt","224.5",".ddt"
"textures\terrain\cliffgreekb_spec.ddt","54.4",".ddt"
"textures\terrain\cliffJungleA.ddt","266.7",".ddt"
"textures\terrain\cliffJungleA_nm.ddt","242.6",".ddt"
"textures\terrain\cliffJungleB.ddt","267.7",".ddt"
"textures\terrain\cliffnorsea.ddt","128",".ddt"
"textures\terrain\cliffnorsea_gloss.ddt","105.7",".ddt"
"textures\terrain\cliffnorsea_nm.ddt","277.6",".ddt"
"textures\terrain\cliffnorsea_spec.ddt","92.8",".ddt"
"textures\terrain\cliffnorseb.ddt","121.4",".ddt"
"textures\terrain\cliffnorseb_gloss.ddt","87.2",".ddt"
"textures\terrain\cliffnorseb_nm.ddt","273.4",".ddt"
"textures\terrain\cliffnorseb_spec.ddt","84",".ddt"
"textures\terrain\cliffPlainA.ddt","135.1",".ddt"
"textures\terrain\cliffPlainA_nm.ddt","242.6",".ddt"
"textures\terrain\cliffPlainB.ddt","250.9",".ddt"
"textures\terrain\corala.ddt","115.1",".ddt"
"textures\terrain\corala_gloss.ddt","54.7",".ddt"
"textures\terrain\corala_nm.ddt","265.5",".ddt"
"textures\terrain\corala_spec.ddt","54.7",".ddt"
"textures\terrain\coralb.ddt","85.1",".ddt"
"textures\terrain\coralb_gloss.ddt","1.9",".ddt"
"textures\terrain\coralb_nm.ddt","284",".ddt"
"textures\terrain\coralb_spec.ddt","93",".ddt"
"textures\terrain\coralc.ddt","91.7",".ddt"
"textures\terrain\coralc2.ddt","90.8",".ddt"
"textures\terrain\coralc2_gloss.ddt","85",".ddt"
"textures\terrain\coralc2_nm.ddt","281.5",".ddt"
"textures\terrain\coralc2_spec.ddt","95.9",".ddt"
"textures\terrain\coralc_gloss.ddt","87.4",".ddt"
"textures\terrain\coralc_nm.ddt","275.7",".ddt"
"textures\terrain\coralc_spec.ddt","72.9",".ddt"
"textures\terrain\corald.ddt","87.6",".ddt"
"textures\terrain\corald_gloss.ddt","15.6",".ddt"
"textures\terrain\corald_nm.ddt","276.8",".ddt"
"textures\terrain\corald_spec.ddt","90.6",".ddt"
"textures\terrain\corale.ddt","124.4",".ddt"
"textures\terrain\corale_gloss.ddt","13.9",".ddt"
"textures\terrain\corale_nm.ddt","283.9",".ddt"
"textures\terrain\corale_spec.ddt","84.5",".ddt"
"textures\terrain\coralf.ddt","113.6",".ddt"
"textures\terrain\coralf_gloss.ddt","64.9",".ddt"
"textures\terrain\coralf_nm.ddt","238.5",".ddt"
"textures\terrain\coralf_spec.ddt","54.9",".ddt"
"textures\terrain\crust.ddt","74.4",".ddt"
"textures\terrain\crust_gloss.ddt","91.9",".ddt"
"textures\terrain\crust_nm.ddt","268",".ddt"
"textures\terrain\crust_spec.ddt","62.8",".ddt"
"textures\terrain\cutoutgreen.ddt","0.1",".ddt"
"textures\terrain\cutoutgreen_gloss.ddt","0.2",".ddt"
"textures\terrain\cutoutgreen_nm.ddt","0.2",".ddt"
"textures\terrain\cutoutgreen_spec.ddt","0.2",".ddt"
"textures\terrain\dam.ddt","189.5",".ddt"
"textures\terrain\dam_gloss.ddt","37.6",".ddt"
"textures\terrain\dam_nm.ddt","208.2",".ddt"
"textures\terrain\dam_spec.ddt","72.4",".ddt"
"textures\terrain\defaultNormal.ddt","0.5",".ddt"
"textures\terrain\defaultSpec.ddt","0.5",".ddt"
"textures\terrain\dirta.ddt","96.2",".ddt"
"textures\terrain\dirta_gloss.ddt","35.3",".ddt"
"textures\terrain\dirta_nm.ddt","255.1",".ddt"
"textures\terrain\dirta_spec.ddt","67",".ddt"
"textures\terrain\DirtB.ddt","197.6",".ddt"
"textures\terrain\DirtC.ddt","201.8",".ddt"
"textures\terrain\egyptianroada.ddt","118.2",".ddt"
"textures\terrain\egyptianroada_gloss.ddt","70.4",".ddt"
"textures\terrain\egyptianroada_nm.ddt","244.9",".ddt"
"textures\terrain\egyptianroada_spec.ddt","71.3",".ddt"
"textures\terrain\forestfloor.ddt","125.1",".ddt"
"textures\terrain\forestfloordeadpine.ddt","29.1",".ddt"
"textures\terrain\forestfloordeadpine_gloss.ddt","21.6",".ddt"
"textures\terrain\forestfloordeadpine_nm.ddt","68.6",".ddt"
"textures\terrain\forestfloordeadpine_spec.ddt","20.3",".ddt"
"textures\terrain\forestfloorgaia.ddt","133.5",".ddt"
"textures\terrain\forestfloorgaia_gloss.ddt","57.1",".ddt"
"textures\terrain\forestfloorgaia_nm.ddt","267",".ddt"
"textures\terrain\forestfloorgaia_spec.ddt","74.8",".ddt"
"textures\terrain\forestfloorJungle.ddt","227",".ddt"
"textures\terrain\forestfloormarsh.ddt","92.3",".ddt"
"textures\terrain\forestfloormarsh_gloss.ddt","59.2",".ddt"
"textures\terrain\forestfloormarsh_nm.ddt","234.6",".ddt"
"textures\terrain\forestfloormarsh_spec.ddt","69.2",".ddt"
"textures\terrain\forestflooroak.ddt","98.5",".ddt"
"textures\terrain\forestflooroak_gloss.ddt","84.9",".ddt"
"textures\terrain\forestflooroak_nm.ddt","116.7",".ddt"
"textures\terrain\forestflooroak_spec.ddt","84.9",".ddt"
"textures\terrain\forestfloorpalm.ddt","83.1",".ddt"
"textures\terrain\forestfloorpalm_gloss.ddt","97.9",".ddt"
"textures\terrain\forestfloorpalm_nm.ddt","240.9",".ddt"
"textures\terrain\forestfloorpalm_spec.ddt","78.5",".ddt"
"textures\terrain\forestfloorpine.ddt","91",".ddt"
"textures\terrain\forestfloorpinesnow.ddt","114",".ddt"
"textures\terrain\forestfloorpinesnow_gloss.ddt","87.2",".ddt"
"textures\terrain\forestfloorpinesnow_nm.ddt","267.1",".ddt"
"textures\terrain\forestfloorpinesnow_spec.ddt","85.6",".ddt"
"textures\terrain\forestfloorpine_gloss.ddt","58.7",".ddt"
"textures\terrain\forestfloorpine_nm.ddt","269",".ddt"
"textures\terrain\forestfloorpine_spec.ddt","71",".ddt"
"textures\terrain\forestfloorsavannah.ddt","79.3",".ddt"
"textures\terrain\forestfloorsavannah_gloss.ddt","29.1",".ddt"
"textures\terrain\forestfloorsavannah_nm.ddt","258.1",".ddt"
"textures\terrain\forestfloorsavannah_spec.ddt","67.3",".ddt"
"textures\terrain\forestfloortundra.ddt","103.3",".ddt"
"textures\terrain\forestfloortundra_gloss.ddt","43.7",".ddt"
"textures\terrain\forestfloortundra_nm.ddt","250.2",".ddt"
"textures\terrain\forestfloortundra_spec.ddt","75.9",".ddt"
"textures\terrain\forestfloor_gloss.ddt","58.7",".ddt"
"textures\terrain\forestfloor_nm.ddt","260.8",".ddt"
"textures\terrain\forestfloor_spec.ddt","71.1",".ddt"
"textures\terrain\gaiacreepa.ddt","134.7",".ddt"
"textures\terrain\gaiacreepasand.ddt","131.7",".ddt"
"textures\terrain\gaiacreepasand_gloss.ddt","64.9",".ddt"
"textures\terrain\gaiacreepasand_nm.ddt","275.2",".ddt"
"textures\terrain\gaiacreepasand_spec.ddt","70.3",".ddt"
"textures\terrain\gaiacreepasnow.ddt","132.2",".ddt"
"textures\terrain\gaiacreepasnow_gloss.ddt","51",".ddt"
"textures\terrain\gaiacreepasnow_nm.ddt","275.2",".ddt"
"textures\terrain\gaiacreepasnow_spec.ddt","77.8",".ddt"
"textures\terrain\gaiacreepa_gloss.ddt","11.5",".ddt"
"textures\terrain\gaiacreepa_nm.ddt","238.2",".ddt"
"textures\terrain\gaiacreepa_spec.ddt","70.5",".ddt"
"textures\terrain\gaiacreepb.ddt","143.6",".ddt"
"textures\terrain\gaiacreepborder.ddt","92.4",".ddt"
"textures\terrain\gaiacreepbordersand.ddt","125.7",".ddt"
"textures\terrain\gaiacreepbordersand_gloss.ddt","25.9",".ddt"
"textures\terrain\gaiacreepbordersand_nm.ddt","275.2",".ddt"
"textures\terrain\gaiacreepbordersand_spec.ddt","38",".ddt"
"textures\terrain\gaiacreepbordersnow.ddt","93",".ddt"
"textures\terrain\gaiacreepbordersnow_gloss.ddt","46.7",".ddt"
"textures\terrain\gaiacreepbordersnow_nm.ddt","275.2",".ddt"
"textures\terrain\gaiacreepbordersnow_spec.ddt","53.5",".ddt"
"textures\terrain\gaiacreepborder_gloss.ddt","50.9",".ddt"
"textures\terrain\gaiacreepborder_nm.ddt","261.7",".ddt"
"textures\terrain\gaiacreepborder_spec.ddt","65.4",".ddt"
"textures\terrain\gaiacreepb_gloss.ddt","48.4",".ddt"
"textures\terrain\gaiacreepb_nm.ddt","223.2",".ddt"
"textures\terrain\gaiacreepb_spec.ddt","76.9",".ddt"
"textures\terrain\grassa.ddt","129",".ddt"
"textures\terrain\grassa_gloss.ddt","68.6",".ddt"
"textures\terrain\grassa_nm.ddt","183.2",".ddt"
"textures\terrain\grassa_spec.ddt","40",".ddt"
"textures\terrain\grassb.ddt","202.4",".ddt"
"textures\terrain\grassb_gloss.ddt","29.2",".ddt"
"textures\terrain\grassb_nm.ddt","247.6",".ddt"
"textures\terrain\grassb_spec.ddt","69.4",".ddt"
"textures\terrain\grassdirt25.ddt","135.4",".ddt"
"textures\terrain\grassdirt25_gloss.ddt","49.6",".ddt"
"textures\terrain\grassdirt25_nm.ddt","240.9",".ddt"
"textures\terrain\grassdirt25_spec.ddt","69.3",".ddt"
"textures\terrain\grassdirt50.ddt","131.8",".ddt"
"textures\terrain\grassdirt50_gloss.ddt","77.8",".ddt"
"textures\terrain\grassdirt50_nm.ddt","247.3",".ddt"
"textures\terrain\grassdirt50_spec.ddt","70.1",".ddt"
"textures\terrain\grassdirt75.ddt","129",".ddt"
"textures\terrain\grassdirt75_gloss.ddt","65.2",".ddt"
"textures\terrain\grassdirt75_nm.ddt","231.7",".ddt"
"textures\terrain\grassdirt75_spec.ddt","71.2",".ddt"
"textures\terrain\greekroad burnt.ddt","112.5",".ddt"
"textures\terrain\greekroad burntb.ddt","105",".ddt"
"textures\terrain\greekroad burntb_gloss.ddt","102.5",".ddt"
"textures\terrain\greekroad burntb_nm.ddt","103.8",".ddt"
"textures\terrain\greekroad burntb_spec.ddt","38.4",".ddt"
"textures\terrain\greekroad burnt_gloss.ddt","103.7",".ddt"
"textures\terrain\greekroad burnt_nm.ddt","279.3",".ddt"
"textures\terrain\greekroad burnt_spec.ddt","81.9",".ddt"
"textures\terrain\greekroada.ddt","131.8",".ddt"
"textures\terrain\greekroada_gloss.ddt","42.8",".ddt"
"textures\terrain\greekroada_nm.ddt","244.9",".ddt"
"textures\terrain\greekroada_spec.ddt","68.3",".ddt"
"textures\terrain\hades1.ddt","104.4",".ddt"
"textures\terrain\hades1_gloss.ddt","89.4",".ddt"
"textures\terrain\hades1_nm.ddt","245.2",".ddt"
"textures\terrain\hades1_spec.ddt","82.3",".ddt"
"textures\terrain\hades2.ddt","115.5",".ddt"
"textures\terrain\hades2_gloss.ddt","98.5",".ddt"
"textures\terrain\hades2_nm.ddt","272.8",".ddt"
"textures\terrain\hades2_spec.ddt","47",".ddt"
"textures\terrain\hades3.ddt","82.6",".ddt"
"textures\terrain\hades3_emissive.ddt","31.1",".ddt"
"textures\terrain\hades3_gloss.ddt","115",".ddt"
"textures\terrain\hades3_nm.ddt","113.1",".ddt"
"textures\terrain\hades3_spec.ddt","19",".ddt"
"textures\terrain\hades4.ddt","94.8",".ddt"
"textures\terrain\hades4_emissive.ddt","45.2",".ddt"
"textures\terrain\hades4_gloss.ddt","77.5",".ddt"
"textures\terrain\hades4_nm.ddt","240.8",".ddt"
"textures\terrain\hades4_spec.ddt","95.5",".ddt"
"textures\terrain\hades5.ddt","105.9",".ddt"
"textures\terrain\hades5_emissive.ddt","35.7",".ddt"
"textures\terrain\hades5_gloss.ddt","65.1",".ddt"
"textures\terrain\hades5_nm.ddt","204.8",".ddt"
"textures\terrain\hades5_spec.ddt","90.8",".ddt"
"textures\terrain\hades6.ddt","29.3",".ddt"
"textures\terrain\hades6_gloss.ddt","22.9",".ddt"
"textures\terrain\hades6_nm.ddt","67.7",".ddt"
"textures\terrain\hades6_spec.ddt","16",".ddt"
"textures\terrain\hades7.ddt","25.9",".ddt"
"textures\terrain\hades7_emissive.ddt","17.3",".ddt"
"textures\terrain\hades7_gloss.ddt","10.2",".ddt"
"textures\terrain\hades7_nm.ddt","30.8",".ddt"
"textures\terrain\hades7_spec.ddt","15.6",".ddt"
"textures\terrain\hades8.ddt","27.5",".ddt"
"textures\terrain\hades8_gloss.ddt","29.7",".ddt"
"textures\terrain\hades8_nm.ddt","68.6",".ddt"
"textures\terrain\hades8_spec.ddt","15.6",".ddt"
"textures\terrain\hades9.ddt","27",".ddt"
"textures\terrain\hades9_gloss.ddt","17.9",".ddt"
"textures\terrain\hades9_nm.ddt","67.1",".ddt"
"textures\terrain\hades9_spec.ddt","23.6",".ddt"
"textures\terrain\hadesbuildable1.ddt","100.8",".ddt"
"textures\terrain\hadesbuildable1_gloss.ddt","103.2",".ddt"
"textures\terrain\hadesbuildable1_nm.ddt","274.9",".ddt"
"textures\terrain\hadesbuildable1_spec.ddt","60.9",".ddt"
"textures\terrain\hadesbuildable2.ddt","114.3",".ddt"
"textures\terrain\hadesbuildable2_gloss.ddt","96.5",".ddt"
"textures\terrain\hadesbuildable2_nm.ddt","272.8",".ddt"
"textures\terrain\hadesbuildable2_spec.ddt","61.4",".ddt"
"textures\terrain\hadescliff.ddt","69.3",".ddt"
"textures\terrain\hadescliff_gloss.ddt","105.9",".ddt"
"textures\terrain\hadescliff_nm.ddt","266.2",".ddt"
"textures\terrain\hadescliff_spec.ddt","40.2",".ddt"
"textures\terrain\icea.ddt","122.7",".ddt"
"textures\terrain\icea_gloss.ddt","62.5",".ddt"
"textures\terrain\icea_nm.ddt","113.6",".ddt"
"textures\terrain\icea_spec.ddt","71.5",".ddt"
"textures\terrain\iceb.ddt","115.5",".ddt"
"textures\terrain\iceb_gloss.ddt","21.1",".ddt"
"textures\terrain\iceb_nm.ddt","184.2",".ddt"
"textures\terrain\iceb_spec.ddt","68.2",".ddt"
"textures\terrain\icec.ddt","118",".ddt"
"textures\terrain\icec_gloss.ddt","10.7",".ddt"
"textures\terrain\icec_nm.ddt","95.4",".ddt"
"textures\terrain\icec_spec.ddt","62.6",".ddt"
"textures\terrain\jungleA.ddt","231.3",".ddt"
"textures\terrain\jungleB.ddt","219.2",".ddt"
"textures\terrain\jungleBTest.ddt","252.9",".ddt"
"textures\terrain\jungleDirt25.ddt","250.5",".ddt"
"textures\terrain\jungleDirt50.ddt","260.9",".ddt"
"textures\terrain\jungleDirt75.ddt","248.6",".ddt"
"textures\terrain\jungleRoadA.ddt","248.3",".ddt"
"textures\terrain\marsha.ddt","124.6",".ddt"
"textures\terrain\marsha_gloss.ddt","66.8",".ddt"
"textures\terrain\marsha_nm.ddt","198.9",".ddt"
"textures\terrain\marsha_spec.ddt","68.3",".ddt"
"textures\terrain\marshb.ddt","123",".ddt"
"textures\terrain\marshb_gloss.ddt","61.6",".ddt"
"textures\terrain\marshb_nm.ddt","207",".ddt"
"textures\terrain\marshb_spec.ddt","63.3",".ddt"
"textures\terrain\marshc.ddt","118.1",".ddt"
"textures\terrain\marshc_gloss.ddt","128.3",".ddt"
"textures\terrain\marshc_nm.ddt","240.1",".ddt"
"textures\terrain\marshc_spec.ddt","76.3",".ddt"
"textures\terrain\marshd.ddt","97.6",".ddt"
"textures\terrain\marshd_gloss.ddt","58.4",".ddt"
"textures\terrain\marshd_nm.ddt","236.4",".ddt"
"textures\terrain\marshd_spec.ddt","69.9",".ddt"
"textures\terrain\marshe.ddt","98.8",".ddt"
"textures\terrain\marshe_gloss.ddt","61.2",".ddt"
"textures\terrain\marshe_nm.ddt","234.9",".ddt"
"textures\terrain\marshe_spec.ddt","67.7",".ddt"
"textures\terrain\marshf.ddt","163.1",".ddt"
"textures\terrain\marshf_gloss.ddt","142.8",".ddt"
"textures\terrain\marshf_nm.ddt","240.1",".ddt"
"textures\terrain\marshf_spec.ddt","132",".ddt"
"textures\terrain\miningground.ddt","91.1",".ddt"
"textures\terrain\miningground_gloss.ddt","37.6",".ddt"
"textures\terrain\miningground_nm.ddt","238.4",".ddt"
"textures\terrain\miningground_spec.ddt","72.4",".ddt"
"textures\terrain\mountain01.ddt","90.8",".ddt"
"textures\terrain\mountain01_gloss.ddt","51.6",".ddt"
"textures\terrain\mountain01_nm.ddt","124",".ddt"
"textures\terrain\mountain01_spec.ddt","75.7",".ddt"
"textures\terrain\mountain02.ddt","86.3",".ddt"
"textures\terrain\mountain02_gloss.ddt","68.2",".ddt"
"textures\terrain\mountain02_nm.ddt","135.9",".ddt"
"textures\terrain\mountain02_spec.ddt","78",".ddt"
"textures\terrain\mountain03.ddt","95.1",".ddt"
"textures\terrain\mountain03_gloss.ddt","64.1",".ddt"
"textures\terrain\mountain03_nm.ddt","131.7",".ddt"
"textures\terrain\mountain03_spec.ddt","74.8",".ddt"
"textures\terrain\mountain04.ddt","90.9",".ddt"
"textures\terrain\mountain04_gloss.ddt","92.9",".ddt"
"textures\terrain\mountain04_nm.ddt","118.6",".ddt"
"textures\terrain\mountain04_spec.ddt","68.9",".ddt"
"textures\terrain\mountainfloora.ddt","76.3",".ddt"
"textures\terrain\mountainfloora_gloss.ddt","95.6",".ddt"
"textures\terrain\mountainfloora_nm.ddt","116.9",".ddt"
"textures\terrain\mountainfloora_spec.ddt","75.1",".ddt"
"textures\terrain\mountainfloorb.ddt","76.6",".ddt"
"textures\terrain\mountainfloorb_gloss.ddt","99.8",".ddt"
"textures\terrain\mountainfloorb_nm.ddt","120.6",".ddt"
"textures\terrain\mountainfloorb_spec.ddt","73.6",".ddt"
"textures\terrain\mountaingrass.ddt","88.7",".ddt"
"textures\terrain\mountaingrass_gloss.ddt","57.2",".ddt"
"textures\terrain\mountaingrass_nm.ddt","119.4",".ddt"
"textures\terrain\mountaingrass_spec.ddt","66.4",".ddt"
"textures\terrain\noblend.ddt","0",".ddt"
"textures\terrain\noblend_nm.ddt","0.2",".ddt"
"textures\terrain\noblend_spec.ddt","0.2",".ddt"
"textures\terrain\norseroada.ddt","130.2",".ddt"
"textures\terrain\norseroada_gloss.ddt","42.3",".ddt"
"textures\terrain\norseroada_nm.ddt","244.9",".ddt"
"textures\terrain\norseroada_spec.ddt","71.3",".ddt"
"textures\terrain\olympusa.ddt","36.1",".ddt"
"textures\terrain\olympusa_gloss.ddt","81.3",".ddt"
"textures\terrain\olympusa_nm.ddt","47.6",".ddt"
"textures\terrain\olympusa_spec.ddt","26.6",".ddt"
"textures\terrain\olympusb.ddt","175.3",".ddt"
"textures\terrain\olympusb_gloss.ddt","102.2",".ddt"
"textures\terrain\olympusb_nm.ddt","267.7",".ddt"
"textures\terrain\olympusb_spec.ddt","76.2",".ddt"
"textures\terrain\olympusc.ddt","51.6",".ddt"
"textures\terrain\olympusc_gloss.ddt","82.4",".ddt"
"textures\terrain\olympusc_nm.ddt","58.2",".ddt"
"textures\terrain\olympusc_spec.ddt","38.4",".ddt"
"textures\terrain\olympustile.ddt","64.7",".ddt"
"textures\terrain\olympustile_gloss.ddt","78.6",".ddt"
"textures\terrain\olympustile_nm.ddt","95.4",".ddt"
"textures\terrain\olympustile_spec.ddt","48",".ddt"
"textures\terrain\plainA.ddt","244.4",".ddt"
"textures\terrain\plainB.ddt","251.1",".ddt"
"textures\terrain\plainDirt25.ddt","248.2",".ddt"
"textures\terrain\plainDirt50.ddt","245.1",".ddt"
"textures\terrain\plainDirt75.ddt","237",".ddt"
"textures\terrain\plainRoadA.ddt","177.1",".ddt"
"textures\terrain\rivergrassya.ddt","71.1",".ddt"
"textures\terrain\rivergrassya_gloss.ddt","98.7",".ddt"
"textures\terrain\rivergrassya_nm.ddt","253.1",".ddt"
"textures\terrain\rivergrassya_spec.ddt","81.4",".ddt"
"textures\terrain\rivergrassyb.ddt","79",".ddt"
"textures\terrain\rivergrassyb_gloss.ddt","65.9",".ddt"
"textures\terrain\rivergrassyb_nm.ddt","259.3",".ddt"
"textures\terrain\rivergrassyb_spec.ddt","88.7",".ddt"
"textures\terrain\rivergrassyc.ddt","96.5",".ddt"
"textures\terrain\rivergrassyc_gloss.ddt","70.1",".ddt"
"textures\terrain\rivergrassyc_nm.ddt","249",".ddt"
"textures\terrain\rivergrassyc_spec.ddt","70.3",".ddt"
"textures\terrain\rivericya.ddt","79.3",".ddt"
"textures\terrain\rivericya_gloss.ddt","85.2",".ddt"
"textures\terrain\rivericya_nm.ddt","250.8",".ddt"
"textures\terrain\rivericya_spec.ddt","106.4",".ddt"
"textures\terrain\rivericyb.ddt","75.4",".ddt"
"textures\terrain\rivericyb_gloss.ddt","97.9",".ddt"
"textures\terrain\rivericyb_nm.ddt","243.2",".ddt"
"textures\terrain\rivericyb_spec.ddt","99.6",".ddt"
"textures\terrain\rivericyc.ddt","87.3",".ddt"
"textures\terrain\rivericyc_gloss.ddt","93.6",".ddt"
"textures\terrain\rivericyc_nm.ddt","273.7",".ddt"
"textures\terrain\rivericyc_spec.ddt","79.6",".ddt"
"textures\terrain\rivermarsha.ddt","101.9",".ddt"
"textures\terrain\rivermarsha_gloss.ddt","42.3",".ddt"
"textures\terrain\rivermarsha_nm.ddt","258.7",".ddt"
"textures\terrain\rivermarsha_spec.ddt","96.7",".ddt"
"textures\terrain\rivermarshb.ddt","101.9",".ddt"
"textures\terrain\rivermarshb_gloss.ddt","51.5",".ddt"
"textures\terrain\rivermarshb_nm.ddt","256.3",".ddt"
"textures\terrain\rivermarshb_spec.ddt","99.8",".ddt"
"textures\terrain\rivermarshc.ddt","125.9",".ddt"
"textures\terrain\rivermarshc_gloss.ddt","51.5",".ddt"
"textures\terrain\rivermarshc_nm.ddt","253.1",".ddt"
"textures\terrain\rivermarshc_spec.ddt","75",".ddt"
"textures\terrain\riversandya.ddt","133.6",".ddt"
"textures\terrain\riversandya_gloss.ddt","2.1",".ddt"
"textures\terrain\riversandya_nm.ddt","123.9",".ddt"
"textures\terrain\riversandya_spec.ddt","73.3",".ddt"
"textures\terrain\riversandyb.ddt","117.3",".ddt"
"textures\terrain\riversandyb_gloss.ddt","3.4",".ddt"
"textures\terrain\riversandyb_nm.ddt","112",".ddt"
"textures\terrain\riversandyb_spec.ddt","66.2",".ddt"
"textures\terrain\riversandyc.ddt","105.9",".ddt"
"textures\terrain\riversandyc_gloss.ddt","20.9",".ddt"
"textures\terrain\riversandyc_nm.ddt","105.9",".ddt"
"textures\terrain\riversandyc_spec.ddt","66.6",".ddt"
"textures\terrain\riversandyshallowa.ddt","107.2",".ddt"
"textures\terrain\riversandyshallowa_gloss.ddt","3.6",".ddt"
"textures\terrain\riversandyshallowa_nm.ddt","102.7",".ddt"
"textures\terrain\riversandyshallowa_spec.ddt","63.1",".ddt"
"textures\terrain\roada.ddt","76.8",".ddt"
"textures\terrain\roada_gloss.ddt","64.6",".ddt"
"textures\terrain\roada_nm.ddt","101.8",".ddt"
"textures\terrain\roada_spec.ddt","67.1",".ddt"
"textures\terrain\roadb.ddt","88.2",".ddt"
"textures\terrain\roadb_gloss.ddt","80.4",".ddt"
"textures\terrain\roadb_nm.ddt","134.1",".ddt"
"textures\terrain\roadb_spec.ddt","82.2",".ddt"
"textures\terrain\rocka.ddt","87.8",".ddt"
"textures\terrain\rocka_gloss.ddt","71.6",".ddt"
"textures\terrain\rocka_nm.ddt","272.4",".ddt"
"textures\terrain\rocka_spec.ddt","76.6",".ddt"
"textures\terrain\rockc.ddt","87",".ddt"
"textures\terrain\rockc_gloss.ddt","66.3",".ddt"
"textures\terrain\rockc_nm.ddt","126.1",".ddt"
"textures\terrain\rockc_spec.ddt","78.1",".ddt"
"textures\terrain\rockd.ddt","91.6",".ddt"
"textures\terrain\rockd_gloss.ddt","66.5",".ddt"
"textures\terrain\rockd_nm.ddt","133.7",".ddt"
"textures\terrain\rockd_spec.ddt","86.1",".ddt"
"textures\terrain\rocke.ddt","82.3",".ddt"
"textures\terrain\rocke_gloss.ddt","73.3",".ddt"
"textures\terrain\rocke_nm.ddt","126.2",".ddt"
"textures\terrain\rocke_spec.ddt","78.3",".ddt"
"textures\terrain\sanda.ddt","97.9",".ddt"
"textures\terrain\sanda_gloss.ddt","35.1",".ddt"
"textures\terrain\sanda_nm.ddt","194.1",".ddt"
"textures\terrain\sanda_spec.ddt","67.4",".ddt"
"textures\terrain\sandb.ddt","94.7",".ddt"
"textures\terrain\sandb_gloss.ddt","36.1",".ddt"
"textures\terrain\sandb_nm.ddt","202.9",".ddt"
"textures\terrain\sandb_spec.ddt","65",".ddt"
"textures\terrain\sandc.ddt","90.2",".ddt"
"textures\terrain\sandc_gloss.ddt","40.1",".ddt"
"textures\terrain\sandc_nm.ddt","202.9",".ddt"
"textures\terrain\sandc_spec.ddt","62.7",".ddt"
"textures\terrain\sandd.ddt","91.9",".ddt"
"textures\terrain\sanddirt50.ddt","102.5",".ddt"
"textures\terrain\sanddirt50b.ddt","123.7",".ddt"
"textures\terrain\sanddirt50b_gloss.ddt","16.4",".ddt"
"textures\terrain\sanddirt50b_nm.ddt","182",".ddt"
