"BTIFile","Filename","Line"
"D:\AI_upscaling\AoMEE\extracted\textures\naval g giant turtle.bti","naval g giant turtle","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\naval n kraken upgrade.bti","naval n kraken upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\naval n kraken.bti","naval n kraken","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\naval n utility map.bti","naval n utility map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\naval x all.bti","naval x all","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\oranos wonder map.bti","oranos wonder map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\oranos wonder map1.bti","oranos wonder map1","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\platform map.bti","platform map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\projectile a ballista arrow iron.bti","projectile a ballista arrow iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\projectile a ballista arrow.bti","projectile a ballista arrow","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\projectile a siege rock map.bti","projectile a siege rock map","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven forge belt.bti","scenario a dwarven forge belt","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven forge shared a.bti","scenario a dwarven forge shared a","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven forge shared b.bti","scenario a dwarven forge shared b","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario a gate ram.bti","scenario a gate ram","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario b amanra map.bti","scenario b amanra map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario c danzhu head.bti","scenario c danzhu head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario c danzhu.bti","scenario c danzhu","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario c gargarensis map.bti","scenario c gargarensis map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario c jiaolong head.bti","scenario c jiaolong head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario c jiaolong.bti","scenario c jiaolong","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario c kamos.bti","scenario c kamos","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario c shun head.bti","scenario c shun head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario c shun.bti","scenario c shun","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario c zhi head.bti","scenario c zhi head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario c zhi.bti","scenario c zhi","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario e great box camel.bti","scenario e great box camel","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario e great box cart.bti","scenario e great box cart","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario e great box.bti","scenario e great box","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario e guardian.bti","scenario e guardian","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario e setna map.bti","scenario e setna map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos god map.bti","scenario g arkantos god map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos man map.bti","scenario g arkantos man map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos map.bti","scenario g arkantos map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario g chiron map.bti","scenario g chiron map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario g circe head.bti","scenario g circe head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario g circe.bti","scenario g circe","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario g kastor map.bti","scenario g kastor map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario g odysseus map.bti","scenario g odysseus map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario g old man map.bti","scenario g old man map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario g skult map.bti","scenario g skult map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario n brokk standard.bti","scenario n brokk standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario n dwarven mine inside.bti","scenario n dwarven mine inside","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario n dwarven mine opening.bti","scenario n dwarven mine opening","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario n dwarven mine outside.bti","scenario n dwarven mine outside","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario n eitri standard.bti","scenario n eitri standard","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario n reginleif map.bti","scenario n reginleif map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario n reginleif weapons map.bti","scenario n reginleif weapons map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario n thors hammer cart.bti","scenario n thors hammer cart","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario n thors hammer.bti","scenario n thors hammer","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario t troy wall long dead.bti","scenario t troy wall long dead","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario t troy wall long deadb.bti","scenario t troy wall long deadb","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario t troy wall long.bti","scenario t troy wall long","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario theocrat staff.bti","scenario theocrat staff","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario theocrat.bti","scenario theocrat","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario u chronos hand.bti","scenario u chronos hand","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario u ferryman map.bti","scenario u ferryman map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario u shade.bti","scenario u shade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\scenario x amanra map.bti","scenario x amanra map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx a healing spring stone.bti","sfx a healing spring stone","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx a ip glow.bti","sfx a ip glow","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx a lighthouse glow.bti","sfx a lighthouse glow","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx a rain sunlight.bti","sfx a rain sunlight","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx a rainbow.bti","sfx a rainbow","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx a serpent.bti","sfx a serpent","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx a walking woods.bti","sfx a walking woods","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx b lighthouse glow.bti","sfx b lighthouse glow","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx c earth dragon hole.bti","sfx c earth dragon hole","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx c growth vines.bti","sfx c growth vines","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx c ip glow.bti","sfx c ip glow","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx e citadel age4.bti","sfx e citadel age4","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx e citadel.bti","sfx e citadel","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx e son of osiris head.bti","sfx e son of osiris head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx e son of osiris.bti","sfx e son of osiris","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx g animal magnetism.bti","sfx g animal magnetism","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx g lightning bolt.bti","sfx g lightning bolt","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx g lightning skyflash.bti","sfx g lightning skyflash","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx g plenty decal.bti","sfx g plenty decal","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx g plenty shadow.bti","sfx g plenty shadow","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx g plenty.bti","sfx g plenty","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx g sentinel.bti","sfx g sentinel","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx meteorite splat decal.bti","sfx meteorite splat decal","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx n dwarven mine.bti","sfx n dwarven mine","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\sfx n frost ice block unit.bti","sfx n frost ice block unit","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance bronze.bti","siege c fire lance bronze","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance head bronze.bti","siege c fire lance head bronze","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance head iron.bti","siege c fire lance head iron","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance head.bti","siege c fire lance head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance iron.bti","siege c fire lance iron","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance.bti","siege c fire lance","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger iron.bti","siege c sitting tiger iron","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger projectile.bti","siege c sitting tiger projectile","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger.bti","siege c sitting tiger","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege e catapult iron.bti","siege e catapult iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege e catapult projectile.bti","siege e catapult projectile","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege e catapult.bti","siege e catapult","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege g helepolis iron.bti","siege g helepolis iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege g helepolis.bti","siege g helepolis","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos iron.bti","siege g petrobolos iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos low.bti","siege g petrobolos low","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos projectile.bti","siege g petrobolos projectile","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos tire low.bti","siege g petrobolos tire low","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos.bti","siege g petrobolos","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege g trojan horse.bti","siege g trojan horse","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista bolt iron.bti","siege n ballista bolt iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista bolt.bti","siege n ballista bolt","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista iron.bti","siege n ballista iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista map.bti","siege n ballista map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista.bti","siege n ballista","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege n catapult map.bti","siege n catapult map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege n ram iron.bti","siege n ram iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege n ram.bti","siege n ram","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista downgrade.bti","siege x chieroballista downgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista man upgrade.bti","siege x chieroballista man upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista man.bti","siege x chieroballista man","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista.bti","siege x chieroballista","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege x fire siphon upgrade.bti","siege x fire siphon upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege x fire siphon.bti","siege x fire siphon","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege x onager iron.bti","siege x onager iron","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\siege x onager.bti","siege x onager","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c azure dragon.bti","special c azure dragon","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c dragon turtle.bti","special c dragon turtle","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c earth dragon.bti","special c earth dragon","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi head.bti","special c jiangshi head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi.bti","special c jiangshi","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c monkey king.bti","special c monkey king","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\Special C Pixiu.bti","Special C Pixiu","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c salamander.bti","special c salamander","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier head.bti","special c terracotta soldier head","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier.bti","special c terracotta soldier","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird wing.bti","special c vermillion bird wing","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird.bti","special c vermillion bird","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e anubite iron.bti","special e anubite iron","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e anubite.bti","special e anubite","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e apep map.bti","special e apep map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e avenger map.bti","special e avenger map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e mummy map.bti","special e mummy map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos.bti","special e petesuchos","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh head.bti","special e pharaoh head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh.bti","special e pharaoh","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e phoenix egg.bti","special e phoenix egg","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e phoenix.bti","special e phoenix","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e priest head.bti","special e priest head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e priest.bti","special e priest","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e roc basket.bti","special e roc basket","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e roc.bti","special e roc","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e scarab map.bti","special e scarab map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man head.bti","special e scorpion man head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man upgrade.bti","special e scorpion man upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man.bti","special e scorpion man","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx.bti","special e sphinx","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special e wadjet.bti","special e wadjet","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g agamemnon head.bti","special g agamemnon head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g agamemnon.bti","special g agamemnon","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g athena head.bti","special g athena head","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g athena.bti","special g athena","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g carcinos.bti","special g carcinos","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g centaur head upgrade.bti","special g centaur head upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g centaur low.bti","special g centaur low","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g centaur upgrade.bti","special g centaur upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g centaur.bti","special g centaur","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g chimera map.bti","special g chimera map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g chimera tail.bti","special g chimera tail","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g chimera.bti","special g chimera","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g colossus map.bti","special g colossus map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g cyclops map.bti","special g cyclops map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g cyclops upgrade.bti","special g cyclops upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g cyclops.bti","special g cyclops","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g giant turtle.bti","special g giant turtle","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g golem map.bti","special g golem map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g hippocampus.bti","special g hippocampus","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g hydra land.bti","special g hydra land","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g hydra map.bti","special g hydra map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g manticore.bti","special g manticore","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g medusa low map.bti","special g medusa low map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g medusa map.bti","special g medusa map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g medusa.bti","special g medusa","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g minotaur.bti","special g minotaur","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g nemean lion.bti","special g nemean lion","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g pegasus wings.bti","special g pegasus wings","alpha=4 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g pegasus.bti","special g pegasus","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g scylla map.bti","special g scylla map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g scylla.bti","special g scylla","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g sea turtle.bti","special g sea turtle","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g shade.bti","special g shade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special g underworld shade.bti","special g underworld shade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n battle boar.bti","special n battle boar","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n einheriar upgrade.bti","special n einheriar upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n einheriar.bti","special n einheriar","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n fenris.bti","special n fenris","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n fire giant.bti","special n fire giant","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n frost giant head upgrade.bti","special n frost giant head upgrade","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n frost giant head.bti","special n frost giant head","alpha=0 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n frost giant upgrade.bti","special n frost giant upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n frost giant.bti","special n frost giant","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n giant map.bti","special n giant map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n giant.bti","special n giant","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n jarl cape map.bti","special n jarl cape map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n jormund brood hump.bti","special n jormund brood hump","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n jormund brood.bti","special n jormund brood","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n king folstag upgrade.bti","special n king folstag upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n king folstag.bti","special n king folstag","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n raven.bti","special n raven","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n troll bag.bti","special n troll bag","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n troll.bti","special n troll","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n valkyrie low.bti","special n valkyrie low","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n valkyrie map.bti","special n valkyrie map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special n valkyrie upgrade.bti","special n valkyrie upgrade","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special x oracle hero.bti","special x oracle hero","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\special x oracle.bti","special x oracle","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\statue x gaia map.bti","statue x gaia map","alpha=1 noalphatest fmt=BC3"
"D:\AI_upscaling\AoMEE\extracted\textures\statue x kronos map.bti","statue x kronos map","alpha=1 noalphatest fmt=BC3"
