"MaterialFile","Texture","ColorTransform","PixelXForm"
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle palm b_falling_0.mtrl.xml","world c jungle palm","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle palm c burnt_falling_0.mtrl.xml","world c jungle palm burnt","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle palm c_0.mtrl.xml","world c jungle palm","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle palm c_falling_0.mtrl.xml","world c jungle palm","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle palm d burnt_falling_0.mtrl.xml","world c jungle palm burnt","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle palm d_0.mtrl.xml","world c jungle palm","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle palm d_falling_0.mtrl.xml","world c jungle palm","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle palm e burnt_falling_0.mtrl.xml","world c jungle palm burnt","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle palm e_0.mtrl.xml","world c jungle palm","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle palm e_falling_0.mtrl.xml","world c jungle palm","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle stumpa_0.mtrl.xml","World G Oak mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle stumpb_0.mtrl.xml","world c jungle palm","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle stump_0.mtrl.xml","world c jungle palm","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle tree a_0.mtrl.xml","world c jungle tree","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle tree a_falling_0.mtrl.xml","world c jungle tree","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle tree burnt a_falling_0.mtrl.xml","World E Savannah burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle tree burnt b_falling_0.mtrl.xml","World E Savannah burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle tree burnt c_falling_0.mtrl.xml","World E Savannah burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle tree b_0.mtrl.xml","world c jungle tree","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle tree b_falling_0.mtrl.xml","world c jungle tree","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle tree c_0.mtrl.xml","world c jungle tree","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c jungle tree c_falling_0.mtrl.xml","world c jungle tree","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c statue fuxi stand_0.mtrl.xml","world c statue nuwa stand","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c statue fuxi_0.mtrl.xml","world c statue fuxi","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c statue fuxi_1.mtrl.xml","world c statue fuxi head","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c statue nuwa stand_0.mtrl.xml","world c statue nuwa stand","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c statue nuwa_0.mtrl.xml","world c statue nuwa","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c statue shennong stand_0.mtrl.xml","world c statue nuwa stand","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c statue shennong_0.mtrl.xml","world c statue shennong","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world c statue shennong_1.mtrl.xml","world c statue shennong head","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e catapult broken_0.mtrl.xml","Siege E Catapult Projectile","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e catapult broken_1.mtrl.xml","Siege E Catapult","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e catapult broken_2.mtrl.xml","Siege E Catapult","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e catapult broken_3.mtrl.xml","Siege E Catapult","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e column brokena_0.mtrl.xml","World E Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e column brokenb_0.mtrl.xml","World E Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e column brokenc_0.mtrl.xml","World E Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e column brokend_0.mtrl.xml","World E Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e column fallen_0.mtrl.xml","World E Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e column_0.mtrl.xml","World E Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris a age1_0.mtrl.xml","building E Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris a age2_0.mtrl.xml","building E Age2 accessories","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris a age3_0.mtrl.xml","building E Age2 accessories","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris a age4_0.mtrl.xml","building E Age3A accessories","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris b age1_0.mtrl.xml","building E Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris b age2_0.mtrl.xml","Building E Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris b age3_0.mtrl.xml","Building E Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris b age4_0.mtrl.xml","Building E Age4","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris c age1_0.mtrl.xml","building E Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris c age2_0.mtrl.xml","Building E Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris c age3_0.mtrl.xml","Building E Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris c age4_0.mtrl.xml","Building E Age4","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris d age1_0.mtrl.xml","building E Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris d age2_0.mtrl.xml","Building E Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris d age3_0.mtrl.xml","Building E Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris d age4_0.mtrl.xml","Building E Age4","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris e age1_0.mtrl.xml","building E Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris e age2_0.mtrl.xml","Building E Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris e age3_0.mtrl.xml","Building E Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris e age4_0.mtrl.xml","Building E Age4","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris f age1_0.mtrl.xml","building E Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris f age2_0.mtrl.xml","Building E Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris f age3_0.mtrl.xml","Building E Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris f age4_0.mtrl.xml","Building E Age4","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris g age1_0.mtrl.xml","building E Age1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris g age2_0.mtrl.xml","Building E Age2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris g age3_0.mtrl.xml","Building E Age3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e debris g age4_0.mtrl.xml","Building E Age4","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e flag large_0.mtrl.xml","World E Flag","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e flag large_1.mtrl.xml","World E Flag","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e flag medium_0.mtrl.xml","World E Flag","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e flag medium_1.mtrl.xml","World E Flag","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e flag small_0.mtrl.xml","World E Flag","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e flag small_1.mtrl.xml","World E Flag","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e fountain large_0.mtrl.xml","World E Fountain","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e fountain small_0.mtrl.xml","World E Fountain","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e garrison flag_0.mtrl.xml","World E Garrison Flag","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e garrison flag_1.mtrl.xml","World E Garrison Flag","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e isis stand_0.mtrl.xml","World E Statue Isis","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e isis stand_1.mtrl.xml","World E Statue Isis","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e milestone large_0.mtrl.xml","World E Milestone","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e milestone small_0.mtrl.xml","World E Milestone","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm a burnt_falling_0.mtrl.xml","World E Palm Burnt","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm a_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm a_falling_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm a_flail_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm b burnt_falling_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm b_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm b_falling_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm b_flail_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm c burnt_falling_0.mtrl.xml","World E Palm Burnt","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm c cinematic_0.mtrl.xml","World E Palm map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm c_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm c_falling_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm c_flail_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm d burnt_falling_0.mtrl.xml","World E Palm Burnt","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm d_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm d_falling_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm d_flail_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm e burnt_falling_0.mtrl.xml","World E Palm Burnt","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm e_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm e_falling_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm e_flail_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm f cinematic_0.mtrl.xml","World E Palm map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm stumpb_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e palm stump_0.mtrl.xml","World E Palm mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e ra stand_0.mtrl.xml","World E Statue Ra","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e ra stand_1.mtrl.xml","World E Statue Ra","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah stumpa_0.mtrl.xml","World G Oak mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah stumpb_0.mtrl.xml","World G Oak mapB","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah tree a_0.mtrl.xml","World E Savannah map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah tree a_falling_0.mtrl.xml","World E Savannah map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah tree burnt a_falling_0.mtrl.xml","World E Savannah burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah tree burnt b_falling_0.mtrl.xml","World E Savannah burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah tree burnt c_falling_0.mtrl.xml","World E Savannah burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah tree b_0.mtrl.xml","World E Savannah map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah tree b_falling_0.mtrl.xml","World E Savannah map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah tree c_0.mtrl.xml","World E Savannah map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e savannah tree c_falling_0.mtrl.xml","World E Savannah map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e set stand_0.mtrl.xml","World E Statue Set","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e set stand_1.mtrl.xml","World E Statue Set","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue anubite_0.mtrl.xml","World E Statue Anubite Base","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue anubite_1.mtrl.xml","World E Statue Anubite","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue isis_0.mtrl.xml","World E Statue Isis","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue isis_1.mtrl.xml","World E Statue Isis","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue isis_death_0.mtrl.xml","World E Statue Isis","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue isis_death_1.mtrl.xml","World E Statue Isis","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue ra_0.mtrl.xml","World E Statue Ra","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue ra_1.mtrl.xml","World E Statue Ra","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue ra_death_0.mtrl.xml","World E Statue Ra","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue ra_death_1.mtrl.xml","World E Statue Ra","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue set_0.mtrl.xml","World E Statue Set","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue set_1.mtrl.xml","World E Statue Set","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue set_death_0.mtrl.xml","World E Statue Set","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e statue set_death_1.mtrl.xml","World E Statue Set","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e tent_0.mtrl.xml","World E Tent","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e torch short_0.mtrl.xml","Building E Obelisk","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e torch short_1.mtrl.xml","Building E Obelisk","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e torch tall_0.mtrl.xml","Building E Obelisk","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e torch tall_1.mtrl.xml","Building E Obelisk","4",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e underworld passage entrance_0.mtrl.xml","Building E Underground Passage Egyptian","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 1_0.mtrl.xml","Attachments E Shield Iron","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 1_1.mtrl.xml","world G Helmet Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 1_2.mtrl.xml","Attachments E Sword Iron","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 1_3.mtrl.xml","Attachments E Axe Standard","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 2_0.mtrl.xml","Attachments E Shield Iron","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 2_1.mtrl.xml","world G Helmet Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 2_2.mtrl.xml","world a breastplate map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 2_3.mtrl.xml","Attachments E Axe Iron","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 3_0.mtrl.xml","Attachments E Sword Copper","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 3_1.mtrl.xml","Attachments G Shield Bronze","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 3_2.mtrl.xml","world G Helmet Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 3_3.mtrl.xml","world a breastplate map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 3_4.mtrl.xml","Attachments E Axe Copper","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 4_0.mtrl.xml","Attachments G Shield Bronze","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 4_1.mtrl.xml","world G Helmet Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 4_2.mtrl.xml","world a breastplate map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 4_3.mtrl.xml","Attachments E Sword Copper","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons 4_4.mtrl.xml","Attachments E Axe Bronze","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons3_0.mtrl.xml","Attachments E Sword Copper","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons3_1.mtrl.xml","Attachments G Shield Bronze","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons3_2.mtrl.xml","world G Helmet Map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons3_3.mtrl.xml","world a breastplate map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world e weapons3_4.mtrl.xml","Attachments E Axe Copper","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen a_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen a_burnt falling_0.mtrl.xml","world g aspen burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen a_falling_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen a_flail_0.mtrl.xml","world g aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen a_grow_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen b_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen b_burnt falling_0.mtrl.xml","world g aspen burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen b_falling_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen b_flail_0.mtrl.xml","world g aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen b_grow_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen c_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen c_burnt falling_0.mtrl.xml","world g aspen burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen c_falling_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen c_flail_0.mtrl.xml","world g aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen c_grow_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen d_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen d_burnt falling_0.mtrl.xml","world g aspen burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen d_falling_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen d_flail_0.mtrl.xml","world g aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen d_grow_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen e_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen e_burnt falling_0.mtrl.xml","world g aspen burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen e_falling_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen e_flail_0.mtrl.xml","world g aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen e_grow_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen f_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen f_burnt falling_0.mtrl.xml","world g aspen burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen f_falling_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen f_flail_0.mtrl.xml","world g aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen f_grow_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen g_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen g_burnt falling_0.mtrl.xml","world g aspen burnt map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen g_falling_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen g_flail_0.mtrl.xml","world g aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen g_grow_0.mtrl.xml","World G Aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen stumpb_0.mtrl.xml","world g aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g aspen stump_0.mtrl.xml","world g aspen","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g column brokena_0.mtrl.xml","World G Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g column brokenb_0.mtrl.xml","World G Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g column brokenc_0.mtrl.xml","World G Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g column brokend_0.mtrl.xml","World G Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g column fallen_0.mtrl.xml","World G Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g column_0.mtrl.xml","World G Column","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g cyclops statue_0.mtrl.xml","World G Statue Cyclops","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g cyclops statue_1.mtrl.xml","world G statue base","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris a age1_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris a age2_0.mtrl.xml","Building G SettlementAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris a age3_0.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris a age4_0.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris a_0.mtrl.xml","Building G Shared01 2 map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris b age1_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris b age2_0.mtrl.xml","Building G SettlementAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris b age3_0.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris b age4_0.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris b_0.mtrl.xml","Building G Shared01 2 map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris c age1_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris c age2_0.mtrl.xml","Building G SettlementAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris c age3_0.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris c age4_0.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris c_0.mtrl.xml","Building G Shared01 2 map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris d age1_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris d age2_0.mtrl.xml","Building G SettlementAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris d age3_0.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris d age4_0.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris d_0.mtrl.xml","Building G Shared01 2 map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris e age1_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris e age2_0.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris e age4_0.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris e_0.mtrl.xml","Building G Shared01 2 map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris f age2_0.mtrl.xml","Building G SettlementAge2","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris f age4_0.mtrl.xml","Building G SettlementAge3","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris f_0.mtrl.xml","Building G Shared01 2 map","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris g age1_0.mtrl.xml","Building G Age0","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris g age2_0.mtrl.xml","Building G SettlementAge1","0",""
"D:\AI_upscaling\AoMEE\reports\materials_xml\world g debris g age3_0.mtrl.xml","Building G SettlementAge2","0",""
