"Filename","BTIFile","NoAlphaTest","AlphaBits","Format"
"shorelinenorwegianb_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinenorwegianb_spec.bti","False","0","DeflatedRGBA8"
"shorelinenorwegianc","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinenorwegianc.bti","False","0","DeflatedRGBA8"
"shorelinenorwegianc_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinenorwegianc_gloss.bti","False","0","DeflatedRGBA8"
"shorelinenorwegianc_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinenorwegianc_nm.bti","False","0","DeflatedRGBA8"
"shorelinenorwegianc_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinenorwegianc_spec.bti","False","0","DeflatedRGBA8"
"shorelinePlainA","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinePlainA.bti","False","0","DeflatedRGBA8"
"shorelinePlainB","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinePlainB.bti","False","0","DeflatedRGBA8"
"shorelinePlainC","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinePlainC.bti","False","0","DeflatedRGBA8"
"shorelinePlainD","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinePlainD.bti","False","0","DeflatedRGBA8"
"shorelineredseaa","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseaa.bti","False","0","DeflatedRGBA8"
"shorelineredseaa_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseaa_gloss.bti","False","0","DeflatedRGBA8"
"shorelineredseaa_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseaa_nm.bti","False","0","DeflatedRGBA8"
"shorelineredseaa_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseaa_spec.bti","False","0","DeflatedRGBA8"
"shorelineredseab","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseab.bti","False","0","DeflatedRGBA8"
"shorelineredseab_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseab_gloss.bti","False","0","DeflatedRGBA8"
"shorelineredseab_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseab_nm.bti","False","0","DeflatedRGBA8"
"shorelineredseab_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseab_spec.bti","False","0","DeflatedRGBA8"
"shorelineredseac","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseac.bti","False","0","DeflatedRGBA8"
"shorelineredseac_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseac_gloss.bti","False","0","DeflatedRGBA8"
"shorelineredseac_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseac_nm.bti","False","0","DeflatedRGBA8"
"shorelineredseac_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelineredseac_spec.bti","False","0","DeflatedRGBA8"
"shorelinesanda","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinesanda.bti","False","0","DeflatedRGBA8"
"shorelinesanda_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinesanda_gloss.bti","False","0","DeflatedRGB8"
"shorelinesanda_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinesanda_nm.bti","False","0","DeflatedRGBA8"
"shorelinesanda_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinesanda_spec.bti","False","0","DeflatedRGB8"
"shorelinetundraa","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundraa.bti","False","0","DeflatedRGBA8"
"shorelinetundraa_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundraa_gloss.bti","False","0","DeflatedRGBA8"
"shorelinetundraa_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundraa_nm.bti","False","0","DeflatedRGBA8"
"shorelinetundraa_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundraa_spec.bti","False","0","DeflatedRGBA8"
"shorelinetundrab","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrab.bti","False","0","DeflatedRGBA8"
"shorelinetundrab_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrab_gloss.bti","False","0","DeflatedRGBA8"
"shorelinetundrab_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrab_nm.bti","False","0","DeflatedRGBA8"
"shorelinetundrab_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrab_spec.bti","False","0","DeflatedRGBA8"
"shorelinetundrac","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrac.bti","False","0","DeflatedRGBA8"
"shorelinetundrac_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrac_gloss.bti","False","0","DeflatedRGBA8"
"shorelinetundrac_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrac_nm.bti","False","0","DeflatedRGBA8"
"shorelinetundrac_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrac_spec.bti","False","0","DeflatedRGB8"
"shorelinetundrad","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrad.bti","False","0","DeflatedRGBA8"
"shorelinetundrad_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrad_gloss.bti","False","0","DeflatedRGBA8"
"shorelinetundrad_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrad_nm.bti","False","0","DeflatedRGBA8"
"shorelinetundrad_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shorelinetundrad_spec.bti","False","0","DeflatedRGB8"
"shoreline_sanda","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shoreline_sanda.bti","False","0","DeflatedRGBA8"
"shoreline_sanda_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shoreline_sanda_gloss.bti","False","0","DeflatedRGBA8"
"shoreline_sanda_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shoreline_sanda_nm.bti","False","0","DeflatedRGBA8"
"shoreline_sanda_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\shoreline_sanda_spec.bti","False","0","DeflatedRGBA8"
"sling rocka","D:\AI_upscaling\AoMEE\extracted\textures\terrain\sling rocka.bti","False","0","DeflatedRGBA8"
"sling rocka_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\sling rocka_gloss.bti","False","0","DeflatedRGBA8"
"sling rocka_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\sling rocka_nm.bti","False","0","DeflatedRGBA8"
"sling rocka_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\sling rocka_spec.bti","False","0","DeflatedRGBA8"
"snowa","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowa.bti","False","0","DeflatedRGBA8"
"snowa_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowa_gloss.bti","False","0","DeflatedRGBA8"
"snowa_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowa_nm.bti","False","0","DeflatedRGBA8"
"snowa_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowa_spec.bti","False","0","DeflatedRGBA8"
"snowb","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowb.bti","False","0","DeflatedRGBA8"
"snowb_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowb_gloss.bti","False","0","DeflatedRGBA8"
"snowb_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowb_nm.bti","False","0","DeflatedRGBA8"
"snowb_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowb_spec.bti","False","0","DeflatedRGBA8"
"snowgrass25","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass25.bti","False","0","DeflatedRGBA8"
"snowgrass25_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass25_gloss.bti","False","0","DeflatedRGBA8"
"snowgrass25_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass25_nm.bti","False","0","DeflatedRGBA8"
"snowgrass25_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass25_spec.bti","False","0","DeflatedRGBA8"
"snowgrass50","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass50.bti","False","0","DeflatedRGBA8"
"snowgrass50_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass50_gloss.bti","False","0","DeflatedRGBA8"
"snowgrass50_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass50_nm.bti","False","0","DeflatedRGBA8"
"snowgrass50_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass50_spec.bti","False","0","DeflatedRGBA8"
"snowgrass75","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass75.bti","False","0","DeflatedRGBA8"
"snowgrass75_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass75_gloss.bti","False","0","DeflatedRGBA8"
"snowgrass75_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass75_nm.bti","False","0","DeflatedRGBA8"
"snowgrass75_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowgrass75_spec.bti","False","0","DeflatedRGBA8"
"snowsand25","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand25.bti","False","0","DeflatedRGBA8"
"snowsand25_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand25_gloss.bti","False","0","DeflatedRGBA8"
"snowsand25_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand25_nm.bti","False","0","DeflatedRGBA8"
"snowsand25_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand25_spec.bti","False","0","DeflatedRGBA8"
"snowsand50","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand50.bti","False","0","DeflatedRGBA8"
"snowsand50_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand50_gloss.bti","False","0","DeflatedRGBA8"
"snowsand50_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand50_nm.bti","False","0","DeflatedRGBA8"
"snowsand50_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand50_spec.bti","False","0","DeflatedRGBA8"
"snowsand75","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand75.bti","False","0","DeflatedRGBA8"
"snowsand75_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand75_gloss.bti","False","0","DeflatedRGBA8"
"snowsand75_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand75_nm.bti","False","0","DeflatedRGBA8"
"snowsand75_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\snowsand75_spec.bti","False","0","DeflatedRGBA8"
"terrain_tornadopath","D:\AI_upscaling\AoMEE\extracted\textures\terrain\terrain_tornadopath.bti","False","0","DeflatedRGBA8"
"terrain_tornadopath_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\terrain_tornadopath_gloss.bti","False","0","DeflatedRGBA8"
"terrain_tornadopath_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\terrain_tornadopath_nm.bti","False","0","DeflatedRGBA8"
"terrain_tornadopath_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\terrain_tornadopath_spec.bti","False","0","DeflatedRGBA8"
"testwaterbh","D:\AI_upscaling\AoMEE\extracted\textures\terrain\testwaterbh.bti","False","0","DeflatedRGBA8"
"testwaterbh_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\testwaterbh_gloss.bti","False","0","DeflatedRGBA8"
"testwaterbh_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\testwaterbh_nm.bti","False","0","DeflatedRGBA8"
"testwaterbh_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\testwaterbh_spec.bti","False","0","DeflatedRGBA8"
"tundragrassa","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundragrassa.bti","False","0","DeflatedRGBA8"
"tundragrassa_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundragrassa_gloss.bti","False","0","DeflatedRGBA8"
"tundragrassa_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundragrassa_nm.bti","False","0","DeflatedRGBA8"
"tundragrassa_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundragrassa_spec.bti","False","0","DeflatedRGBA8"
"tundragrassb","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundragrassb.bti","False","0","DeflatedRGBA8"
"tundragrassb_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundragrassb_gloss.bti","False","0","DeflatedRGBA8"
"tundragrassb_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundragrassb_nm.bti","False","0","DeflatedRGBA8"
"tundragrassb_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundragrassb_spec.bti","False","0","DeflatedRGBA8"
"tundraRoadA","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundraRoadA.bti","False","0","DeflatedRGBA8"
"tundrarocka","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundrarocka.bti","False","0","DeflatedRGBA8"
"tundrarocka_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundrarocka_gloss.bti","False","0","DeflatedRGBA8"
"tundrarocka_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundrarocka_nm.bti","False","0","DeflatedRGBA8"
"tundrarocka_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundrarocka_spec.bti","False","0","DeflatedRGBA8"
"tundrarockb","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundrarockb.bti","False","0","DeflatedRGBA8"
"tundrarockb_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundrarockb_gloss.bti","False","0","DeflatedRGBA8"
"tundrarockb_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundrarockb_nm.bti","False","0","DeflatedRGBA8"
"tundrarockb_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\tundrarockb_spec.bti","False","0","DeflatedRGBA8"
"underwatericea","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericea.bti","False","0","DeflatedRGBA8"
"underwatericea_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericea_gloss.bti","False","0","DeflatedRGBA8"
"underwatericea_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericea_nm.bti","False","0","DeflatedRGBA8"
"underwatericea_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericea_spec.bti","False","0","DeflatedRGBA8"
"underwatericeb","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericeb.bti","False","0","DeflatedRGBA8"
"underwatericeb_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericeb_gloss.bti","False","0","DeflatedRGB8"
"underwatericeb_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericeb_nm.bti","False","0","DeflatedRGBA8"
"underwatericeb_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericeb_spec.bti","False","0","DeflatedRGBA8"
"underwatericec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericec.bti","False","0","DeflatedRGBA8"
"underwatericec_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericec_gloss.bti","False","0","DeflatedRGB8"
"underwatericec_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericec_nm.bti","False","0","DeflatedRGBA8"
"underwatericec_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwatericec_spec.bti","False","0","DeflatedRGB8"
"underwaterrocka","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrocka.bti","False","0","DeflatedRGBA8"
"underwaterrocka_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrocka_gloss.bti","False","0","DeflatedRGBA8"
"underwaterrocka_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrocka_nm.bti","False","0","DeflatedRGBA8"
"underwaterrocka_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrocka_spec.bti","False","0","DeflatedRGB8"
"underwaterrockb","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockb.bti","False","0","DeflatedRGBA8"
"underwaterrockb_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockb_gloss.bti","False","0","DeflatedRGBA8"
"underwaterrockb_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockb_nm.bti","False","0","DeflatedRGBA8"
"underwaterrockb_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockb_spec.bti","False","0","DeflatedRGBA8"
"underwaterrockc","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockc.bti","False","0","DeflatedRGBA8"
"underwaterrockc_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockc_gloss.bti","False","0","DeflatedRGBA8"
"underwaterrockc_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockc_nm.bti","False","0","DeflatedRGBA8"
"underwaterrockc_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockc_spec.bti","False","0","DeflatedRGBA8"
"underwaterrockd","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockd.bti","False","0","DeflatedRGBA8"
"underwaterrockd_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockd_gloss.bti","False","0","DeflatedRGBA8"
"underwaterrockd_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockd_nm.bti","False","0","DeflatedRGBA8"
"underwaterrockd_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockd_spec.bti","False","0","DeflatedRGBA8"
"underwaterrocke","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrocke.bti","False","0","DeflatedRGBA8"
"underwaterrocke_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrocke_gloss.bti","False","0","DeflatedRGBA8"
"underwaterrocke_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrocke_nm.bti","False","0","DeflatedRGBA8"
"underwaterrocke_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrocke_spec.bti","False","0","DeflatedRGBA8"
"underwaterrockf","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockf.bti","False","0","DeflatedRGBA8"
"underwaterrockf_gloss","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockf_gloss.bti","False","0","DeflatedRGBA8"
"underwaterrockf_nm","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockf_nm.bti","False","0","DeflatedRGBA8"
"underwaterrockf_spec","D:\AI_upscaling\AoMEE\extracted\textures\terrain\underwaterrockf_spec.bti","False","0","DeflatedRGBA8"
"waterbump","D:\AI_upscaling\AoMEE\extracted\textures\terrain\waterbump.bti","False","0","DeflatedRGB8"
"waterbump0000","D:\AI_upscaling\AoMEE\extracted\textures\terrain\waterbump0000.bti","False","0","DeflatedRGB8"
"waterfoam","D:\AI_upscaling\AoMEE\extracted\textures\terrain\waterfoam.bti","False","0","DeflatedRGB8"
"aegean sea 32","D:\AI_upscaling\AoMEE\extracted\textures\ui\aegean sea 32.bti","False","0","DeflatedRGBA8"
"aegean sea 64","D:\AI_upscaling\AoMEE\extracted\textures\ui\aegean sea 64.bti","False","0","DeflatedRGBA8"
"aegean","D:\AI_upscaling\AoMEE\extracted\textures\ui\aegean.bti","False","0","DeflatedRGBA8"
"AOM_badgesBG","D:\AI_upscaling\AoMEE\extracted\textures\ui\AOM_badgesBG.bti","False","0","DeflatedRGB8"
"background chinese fade blue","D:\AI_upscaling\AoMEE\extracted\textures\ui\background chinese fade blue.bti","False","0","DeflatedRGBA8"
"background chinese fade red","D:\AI_upscaling\AoMEE\extracted\textures\ui\background chinese fade red.bti","False","0","DeflatedRGBA8"
"background chinese fade yellow","D:\AI_upscaling\AoMEE\extracted\textures\ui\background chinese fade yellow.bti","False","0","DeflatedRGBA8"
"background chinese opaque dark","D:\AI_upscaling\AoMEE\extracted\textures\ui\background chinese opaque dark.bti","False","0","DeflatedRGBA8"
"background chinese opaque","D:\AI_upscaling\AoMEE\extracted\textures\ui\background chinese opaque.bti","True","0","DeflatedRGBA8"
"background chinese transparent","D:\AI_upscaling\AoMEE\extracted\textures\ui\background chinese transparent.bti","False","4","DeflatedRGBA8"
"background egypt fade blue","D:\AI_upscaling\AoMEE\extracted\textures\ui\background egypt fade blue.bti","False","0","DeflatedRGBA8"
"background egypt fade red","D:\AI_upscaling\AoMEE\extracted\textures\ui\background egypt fade red.bti","False","0","DeflatedRGBA8"
"background egypt fade yellow","D:\AI_upscaling\AoMEE\extracted\textures\ui\background egypt fade yellow.bti","False","0","DeflatedRGBA8"
"background egypt opaque dark","D:\AI_upscaling\AoMEE\extracted\textures\ui\background egypt opaque dark.bti","False","0","DeflatedRGBA8"
"background egypt opaque","D:\AI_upscaling\AoMEE\extracted\textures\ui\background egypt opaque.bti","True","0","DeflatedRGBA8"
"background egypt transparent","D:\AI_upscaling\AoMEE\extracted\textures\ui\background egypt transparent.bti","False","4","DeflatedRGBA8"
"background fade blue","D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade blue.bti","True","0","DeflatedRGBA8"
"background fade green","D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade green.bti","True","0","DeflatedRGBA8"
"background fade red","D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade red.bti","True","0","DeflatedRGBA8"
"background fade yellow","D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade yellow.bti","True","0","DeflatedRGBA8"
"background greek fade blue","D:\AI_upscaling\AoMEE\extracted\textures\ui\background greek fade blue.bti","False","0","DeflatedRGBA8"
"background greek fade red","D:\AI_upscaling\AoMEE\extracted\textures\ui\background greek fade red.bti","False","0","DeflatedRGBA8"
"background greek fade yellow","D:\AI_upscaling\AoMEE\extracted\textures\ui\background greek fade yellow.bti","False","0","DeflatedRGBA8"
"background greek opaque dark","D:\AI_upscaling\AoMEE\extracted\textures\ui\background greek opaque dark.bti","False","0","DeflatedRGBA8"
"background greek opaque","D:\AI_upscaling\AoMEE\extracted\textures\ui\background greek opaque.bti","True","0","DeflatedRGBA8"
"background greek transparent","D:\AI_upscaling\AoMEE\extracted\textures\ui\background greek transparent.bti","False","4","DeflatedRGBA8"
"background norse fade blue","D:\AI_upscaling\AoMEE\extracted\textures\ui\background norse fade blue.bti","False","0","DeflatedRGBA8"
"background norse fade red","D:\AI_upscaling\AoMEE\extracted\textures\ui\background norse fade red.bti","False","0","DeflatedRGBA8"
"background norse fade yellow","D:\AI_upscaling\AoMEE\extracted\textures\ui\background norse fade yellow.bti","False","0","DeflatedRGBA8"
"background norse opaque dark","D:\AI_upscaling\AoMEE\extracted\textures\ui\background norse opaque dark.bti","False","0","DeflatedRGBA8"
"background norse opaque","D:\AI_upscaling\AoMEE\extracted\textures\ui\background norse opaque.bti","True","0","DeflatedRGBA8"
"background norse transparent","D:\AI_upscaling\AoMEE\extracted\textures\ui\background norse transparent.bti","False","4","DeflatedRGBA8"
"background red transparent","D:\AI_upscaling\AoMEE\extracted\textures\ui\background red transparent.bti","False","4","DeflatedRGBA8"
"badfps","D:\AI_upscaling\AoMEE\extracted\textures\ui\badfps.bti","False","4","DeflatedRGBA8"
"badgeBackground","D:\AI_upscaling\AoMEE\extracted\textures\ui\badgeBackground.bti","False","0","DeflatedRGBA8"
"badgeeventbronze","D:\AI_upscaling\AoMEE\extracted\textures\ui\badgeeventbronze.bti","False","0","DeflatedRGBA8"
"badgeeventgold","D:\AI_upscaling\AoMEE\extracted\textures\ui\badgeeventgold.bti","False","0","DeflatedRGBA8"
"badgeeventsilver","D:\AI_upscaling\AoMEE\extracted\textures\ui\badgeeventsilver.bti","False","0","DeflatedRGBA8"
"badgeleaguebronze","D:\AI_upscaling\AoMEE\extracted\textures\ui\badgeleaguebronze.bti","False","0","DeflatedRGBA8"
"badgeleaguegold","D:\AI_upscaling\AoMEE\extracted\textures\ui\badgeleaguegold.bti","False","0","DeflatedRGBA8"
"badgeleaguesilver","D:\AI_upscaling\AoMEE\extracted\textures\ui\badgeleaguesilver.bti","False","0","DeflatedRGBA8"
"badgeparticipationbronze","D:\AI_upscaling\AoMEE\extracted\textures\ui\badgeparticipationbronze.bti","False","0","DeflatedRGBA8"
"badgeparticipationgold","D:\AI_upscaling\AoMEE\extracted\textures\ui\badgeparticipationgold.bti","False","0","DeflatedRGBA8"
"badgeparticipationsilver","D:\AI_upscaling\AoMEE\extracted\textures\ui\badgeparticipationsilver.bti","False","0","DeflatedRGBA8"
"bamboo forest 64","D:\AI_upscaling\AoMEE\extracted\textures\ui\bamboo forest 64.bti","False","0","DeflatedRGB8"
"bamboo marsh forest 64","D:\AI_upscaling\AoMEE\extracted\textures\ui\bamboo marsh forest 64.bti","False","0","DeflatedRGB8"
"black2x2","D:\AI_upscaling\AoMEE\extracted\textures\ui\black2x2.bti","False","0","DeflatedRGBA8"
"blue transparency 30percent","D:\AI_upscaling\AoMEE\extracted\textures\ui\blue transparency 30percent.bti","False","4","DeflatedRGBA8"
"blue transparency 50percent","D:\AI_upscaling\AoMEE\extracted\textures\ui\blue transparency 50percent.bti","False","4","DeflatedRGBA8"
"blue transparency 70percent","D:\AI_upscaling\AoMEE\extracted\textures\ui\blue transparency 70percent.bti","False","4","DeflatedRGBA8"
"blue","D:\AI_upscaling\AoMEE\extracted\textures\ui\blue.bti","False","0","DeflatedRGBA8"
"boarder egypt bottom left corner","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder egypt bottom left corner.bti","False","0","DeflatedRGBA8"
"boarder egypt bottom middle","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder egypt bottom middle.bti","False","0","DeflatedRGBA8"
"boarder egypt bottom right corner","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder egypt bottom right corner.bti","False","0","DeflatedRGBA8"
"boarder egypt middle left","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder egypt middle left.bti","False","0","DeflatedRGBA8"
"boarder egypt middle right","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder egypt middle right.bti","False","0","DeflatedRGBA8"
"boarder egypt top left corner","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder egypt top left corner.bti","False","0","DeflatedRGBA8"
"boarder egypt top middle","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder egypt top middle.bti","False","0","DeflatedRGBA8"
"boarder egypt top right corner","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder egypt top right corner.bti","False","0","DeflatedRGBA8"
"boarder greek bottom left corner","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder greek bottom left corner.bti","False","0","DeflatedRGBA8"
"boarder greek bottom middle","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder greek bottom middle.bti","False","0","DeflatedRGBA8"
"boarder greek bottom right corner","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder greek bottom right corner.bti","False","0","DeflatedRGBA8"
"boarder greek middle left","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder greek middle left.bti","False","0","DeflatedRGBA8"
"boarder greek middle right","D:\AI_upscaling\AoMEE\extracted\textures\ui\boarder greek middle right.bti","False","0","DeflatedRGBA8"
