"Filename","Category","Width","Height","BTI_AlphaBits","BTI_Format","TGA_AlphaType","TGA_AlphaValues","OpaquePixels","OpaqueCoveragePct","CoverageGroup","BTIFile"
"cavalry n raiding cavalry standard.tga","","64","64","1","BC3","MultiValue","3","1102","26.904","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n raiding cavalry standard.bti"
"scenario g arkantos map.tga","","128","128","1","BC3","MultiValue","3","4531","27.655","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos map.bti"
"hero n ragnorok male.tga","","64","64","1","BC3","MultiValue","3","1140","27.832","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero n ragnorok male.bti"
"villager n male standard.tga","","64","64","1","BC3","MultiValue","3","1140","27.832","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\villager n male standard.bti"
"archer g peltast bronze.tga","","64","64","1","BC3","MultiValue","3","1147","28.003","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast bronze.bti"
"mu x servant of oceanus map.tga","","128","128","1","BC3","MultiValue","3","4597","28.058","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\mu x servant of oceanus map.bti"
"special e anubite iron.tga","","128","128","1","BC3","MultiValue","3","4603","28.094","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\special e anubite iron.bti"
"mu x atlantean manowar map.tga","","128","128","1","BC3","MultiValue","3","4618","28.186","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean manowar map.bti"
"sfx e son of osiris head.tga","","32","32","1","BC3","MultiValue","3","289","28.223","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\sfx e son of osiris head.bti"
"infantry g myrmidon iron.tga","","64","64","1","BC3","MultiValue","3","1180","28.809","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g myrmidon iron.bti"
"special e anubite.tga","","128","128","1","BC3","MultiValue","3","4723","28.827","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\special e anubite.bti"
"hero g jason shield.tga","","64","32","1","BC3","MultiValue","3","592","28.906","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero g jason shield.bti"
"archer n throwing axeman bronze.tga","","64","64","1","BC3","MultiValue","3","1190","29.053","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman bronze.bti"
"hero g hercules.tga","","64","64","1","BC3","MultiValue","3","1191","29.077","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero g hercules.bti"
"forkboy map.tga","","128","128","1","BC3","MultiValue","3","4808","29.346","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\forkboy map.bti"
"archer g toxotes copper.tga","","64","64","1","BC3","MultiValue","3","1204","29.395","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes copper.bti"
"cavalry g prodromos bronze.tga","","64","64","1","BC3","MultiValue","3","1206","29.443","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos bronze.bti"
"cavalry g prodromos copper.tga","","64","64","1","BC3","MultiValue","3","1206","29.443","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos copper.bti"
"cavalry g prodromos iron.tga","","64","64","1","BC3","MultiValue","3","1206","29.443","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos iron.bti"
"cavalry e chariot archer iron.tga","","256","256","1","BC3","MultiValue","3","19369","29.555","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e chariot archer iron.bti"
"scenario g skult map.tga","","64","64","1","BC3","MultiValue","3","1215","29.663","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g skult map.bti"
"cavalry e camelry bronze.tga","","64","64","1","BC3","MultiValue","3","1221","29.81","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry bronze.bti"
"cavalry e chariot archer bronze.tga","","256","256","1","BC3","MultiValue","3","19557","29.842","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e chariot archer bronze.bti"
"cine x hp arcusweaponsmap.tga","","128","128","1","BC3","MultiValue","3","512","3.125","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine x hp arcusweaponsmap.bti"
"special g scylla map.tga","","128","128","1","BC3","MultiValue","3","542","3.308","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g scylla map.bti"
"cinematic naval g trireme.tga","","256","256","1","BC3","MultiValue","3","2202","3.36","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cinematic naval g trireme.bti"
"siege g helepolis iron.tga","","256","128","1","BC3","MultiValue","3","1103","3.366","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege g helepolis iron.bti"
"siege g helepolis.tga","","256","128","1","BC3","MultiValue","3","1103","3.366","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege g helepolis.bti"
"building n odin wonder01.tga","","256","256","1","BC3","MultiValue","3","2218","3.384","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building n odin wonder01.bti"
"special g carcinos.tga","","128","128","1","BC3","MultiValue","3","561","3.424","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g carcinos.bti"
"hero g polyphemus shield.tga","","64","32","1","BC3","MultiValue","3","71","3.467","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g polyphemus shield.bti"
"building n titan gate map.tga","","256","256","1","BC3","MultiValue","3","2291","3.496","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building n titan gate map.bti"
"special n giant.tga","","128","128","1","BC3","MultiValue","3","573","3.497","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n giant.bti"
"temp santa body.tga","","128","128","1","BC3","MultiValue","3","573","3.497","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\temp santa body.bti"
"world n loki statue map.tga","","128","128","1","BC3","MultiValue","3","584","3.564","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world n loki statue map.bti"
"world n thor statue map.tga","","128","128","1","BC3","MultiValue","3","584","3.564","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world n thor statue map.bti"
"cavalry e camelry camel copper.tga","","128","128","1","BC3","MultiValue","3","585","3.571","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry camel copper.bti"
"cavalry e camelry camel bronze.tga","","128","128","1","BC3","MultiValue","3","586","3.577","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry camel bronze.bti"
"cavalry e camelry camel iron.tga","","128","128","1","BC3","MultiValue","3","588","3.589","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry camel iron.bti"
"special n giant map.tga","","64","64","1","BC3","MultiValue","3","149","3.638","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n giant map.bti"
"mu x dryad.tga","","128","128","1","BC3","MultiValue","3","614","3.748","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\mu x dryad.bti"
"scenario e great box.tga","","256","256","1","BC3","MultiValue","3","2551","3.893","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario e great box.bti"
"building x mirror tower.tga","","256","128","1","BC3","MultiValue","3","1292","3.943","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building x mirror tower.bti"
"cavalry x javelin horse bronze.tga","","128","128","1","BC3","MultiValue","3","647","3.949","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin horse bronze.bti"
"special g manticore.tga","","128","128","1","BC3","MultiValue","3","648","3.955","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g manticore.bti"
"sfx a walking woods.tga","","128","128","1","BC3","MultiValue","3","650","3.967","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\sfx a walking woods.bti"
"cine a jarl map.tga","","256","256","1","BC3","MultiValue","3","2602","3.97","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine a jarl map.bti"
"cavalry e camelry iron.tga","","64","64","1","BC3","MultiValue","3","1229","30.005","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry iron.bti"
"infantry e spearman standard.tga","","64","64","1","BC3","MultiValue","3","1252","30.566","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman standard.bti"
"infantry e spearman copper.tga","","64","64","1","BC3","MultiValue","3","1273","31.079","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman copper.bti"
"infantry e spearman bronze.tga","","64","64","1","BC3","MultiValue","3","1275","31.128","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman bronze.bti"
"mu x oracle.tga","","64","64","1","BC3","MultiValue","3","1288","31.445","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\mu x oracle.bti"
"villager g atlantean male.tga","","64","64","1","BC3","MultiValue","3","1295","31.616","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\villager g atlantean male.bti"
"sfx e son of osiris.tga","","64","64","1","BC3","MultiValue","3","1299","31.714","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\sfx e son of osiris.bti"
"archer e slinger standard.tga","","64","64","1","BC3","MultiValue","3","1305","31.86","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger standard.bti"
"archer n throwing axeman copper.tga","","64","64","1","BC3","MultiValue","3","1319","32.202","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman copper.bti"
"infantry g hypaspist copper.tga","","64","64","1","BC3","MultiValue","3","1337","32.642","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist copper.bti"
"infantry g hypaspist bronze.tga","","64","64","1","BC3","MultiValue","3","1345","32.837","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist bronze.bti"
"infantry g hypaspist iron.tga","","64","64","1","BC3","MultiValue","3","1345","32.837","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist iron.bti"
"archer g peltast head bronze.tga","","32","32","1","BC3","MultiValue","3","349","34.082","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head bronze.bti"
"archer g peltast head copper.tga","","32","32","1","BC3","MultiValue","3","349","34.082","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head copper.bti"
"archer g peltast head iron.tga","","32","32","1","BC3","MultiValue","3","349","34.082","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head iron.bti"
"archer g peltast head standard.tga","","32","32","1","BC3","MultiValue","3","349","34.082","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head standard.bti"
"cavalry e chariot archer copper.tga","","256","256","1","BC3","MultiValue","3","22563","34.428","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e chariot archer copper.bti"
"archer g toxotes standard.tga","","64","64","1","BC3","MultiValue","3","1432","34.961","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes standard.bti"
"hero g jason standard.tga","","64","64","1","BC3","MultiValue","3","1433","34.985","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero g jason standard.bti"
"cavalry e camelry standard.tga","","64","64","1","BC3","MultiValue","3","1450","35.4","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry standard.bti"
"cine g old man map.tga","","256","256","1","BC3","MultiValue","3","23479","35.826","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cine g old man map.bti"
"special g hippocampus.tga","","128","128","1","BC3","MultiValue","3","5955","36.346","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\special g hippocampus.bti"
"infantry n ulfsark bronze.tga","","64","64","1","BC3","MultiValue","3","1494","36.475","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark bronze.bti"
"infantry n ulfsark copper.tga","","64","64","1","BC3","MultiValue","3","1494","36.475","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark copper.bti"
"infantry n ulfsark iron.tga","","64","64","1","BC3","MultiValue","3","1494","36.475","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark iron.bti"
"infantry n ulfsark standard.tga","","64","64","1","BC3","MultiValue","3","1494","36.475","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark standard.bti"
"archer c crossbowman bowstring.tga","","32","4","1","BC2","MultiValue","8","48","37.5","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman bowstring.bti"
"cavalry e camelry camel standard.tga","","128","128","1","BC3","MultiValue","3","657","4.01","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry camel standard.bti"
"special g golem map.tga","","256","256","1","BC3","MultiValue","22","2637","4.024","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g golem map.bti"
"special n fenris.tga","","128","128","1","BC3","MultiValue","3","673","4.108","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n fenris.bti"
"cine a jarl horse map.tga","","256","256","1","BC3","MultiValue","3","2703","4.124","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine a jarl horse map.bti"
"special g cyclops map.tga","","128","128","1","BC3","MultiValue","3","678","4.138","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g cyclops map.bti"
"cavalry e mercenary horse standard.tga","","128","128","1","BC3","MultiValue","3","684","4.175","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e mercenary horse standard.bti"
"cavalry n jarl horse bronze.tga","","128","128","1","BC3","MultiValue","3","687","4.193","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl horse bronze.bti"
"building e age3.tga","","256","256","1","BC3","MultiValue","3","2761","4.213","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e age3.bti"
"building e settlement age3.tga","","256","256","1","BC3","MultiValue","3","2761","4.213","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age3.bti"
"building e shared01 3 map.tga","","256","256","1","BC3","MultiValue","3","2761","4.213","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e shared01 3 map.bti"
"cavalry g cataphract horse iron.tga","","128","128","1","BC3","MultiValue","3","701","4.279","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g cataphract horse iron.bti"
"siege x chieroballista downgrade.tga","","128","128","1","BC3","MultiValue","3","704","4.297","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista downgrade.bti"
"siege x chieroballista.tga","","128","128","1","BC3","MultiValue","3","704","4.297","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista.bti"
"world g statue poseidon.tga","","128","128","1","BC3","MultiValue","3","710","4.333","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world g statue poseidon.bti"
"cavalry e war elephant copper.tga","","256","128","1","BC3","MultiValue","3","1442","4.401","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant copper.bti"
"cavalry x lancer horse bronze.tga","","128","128","1","BC3","MultiValue","3","721","4.401","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer horse bronze.bti"
"cavalry x lancer horse hero.tga","","128","128","1","BC3","MultiValue","3","721","4.401","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer horse hero.bti"
"cavalry x lancer horse iron.tga","","128","128","1","BC3","MultiValue","3","721","4.401","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer horse iron.bti"
"titan g cerebus map1.tga","","256","256","1","BC3","MultiValue","3","2950","4.501","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\titan g cerebus map1.bti"
"world x gaia  statue map.tga","","128","128","1","BC3","MultiValue","3","743","4.535","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world x gaia  statue map.bti"
"building g titan gate door map.tga","","128","128","1","BC3","MultiValue","3","751","4.584","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building g titan gate door map.bti"
"scenario u shade.tga","","64","64","1","BC3","MultiValue","3","189","4.614","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario u shade.bti"
"cavalry n jarl horse iron.tga","","128","128","1","BC3","MultiValue","3","759","4.633","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl horse iron.bti"
"building n loki wonder02.tga","","256","256","1","BC3","MultiValue","3","3075","4.692","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building n loki wonder02.bti"
"cine g hoplite shield.tga","","128","64","1","BC3","MultiValue","3","388","4.736","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine g hoplite shield.bti"
"cavalry n jarl horse copper.tga","","128","128","1","BC3","MultiValue","3","791","4.828","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl horse copper.bti"
"lp mu x stymphalian bird map.tga","","128","128","1","BC3","MultiValue","3","798","4.871","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\lp mu x stymphalian bird map.bti"
"world a tents map.tga","","256","256","1","BC3","MultiValue","3","3208","4.895","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world a tents map.bti"
"world n odin statue map.tga","","128","128","1","BC3","MultiValue","3","803","4.901","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world n odin statue map.bti"
"titan n troll map2.tga","","256","256","1","BC3","MultiValue","3","3238","4.941","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\titan n troll map2.bti"
"archer g peltast copper.tga","","64","64","1","BC3","MultiValue","3","1646","40.186","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast copper.bti"
"infantry g hypaspist standard.tga","","64","64","1","BC3","MultiValue","3","1706","41.65","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist standard.bti"
"villager g male standard.tga","","64","64","1","BC3","MultiValue","3","1750","42.725","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\villager g male standard.bti"
"cavalry e camelry copper.tga","","64","64","1","BC3","MultiValue","3","1797","43.872","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry copper.bti"
"waypoint.tga","","64","64","1","BC3","MultiValue","3","1819","44.409","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\waypoint.bti"
"infantry e axeman standard.tga","","64","64","1","BC3","MultiValue","3","1868","45.605","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman standard.bti"
"villager e female.tga","","64","64","1","BC3","MultiValue","3","2007","48.999","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\villager e female.bti"
"villager n ox.tga","","64","64","1","BC3","MultiValue","3","206","5.029","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\villager n ox.bti"
"mu x stymphalian bird map.tga","","256","256","1","BC3","MultiValue","3","3311","5.052","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\mu x stymphalian bird map.bti"
"building e obelisk.tga","","256","128","1","BC3","MultiValue","3","1692","5.164","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e obelisk.bti"
"cavalry x javelin horse copper.tga","","128","128","1","BC3","MultiValue","3","856","5.225","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin horse copper.bti"
"cavalry x javelin horse standard.tga","","128","128","1","BC3","MultiValue","3","856","5.225","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin horse standard.bti"
"special n frost giant upgrade.tga","","128","128","1","BC3","MultiValue","3","861","5.255","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n frost giant upgrade.bti"
"special n frost giant.tga","","128","128","1","BC3","MultiValue","3","861","5.255","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n frost giant.bti"
"special n king folstag upgrade.tga","","128","128","1","BC3","MultiValue","3","861","5.255","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n king folstag upgrade.bti"
"statue x gaia map.tga","","128","128","1","BC3","MultiValue","3","861","5.255","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\statue x gaia map.bti"
"world g tent.tga","","128","128","1","BC3","MultiValue","3","864","5.273","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world g tent.bti"
"cavalry g scout horse.tga","","128","128","1","BC3","MultiValue","3","873","5.328","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g scout horse.bti"
"mu x promethean map.tga","","64","64","1","BC3","MultiValue","3","220","5.371","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\mu x promethean map.bti"
"cavalry n jarl horse standard.tga","","128","128","1","BC3","MultiValue","3","891","5.438","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl horse standard.bti"
"special e sphinx.tga","","128","128","1","BC3","MultiValue","3","901","5.499","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx.bti"
"cavalry n jarl copper.tga","","64","64","1","BC3","MultiValue","3","226","5.518","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl copper.bti"
"siege n ram iron.tga","","128","128","1","BC3","MultiValue","3","909","5.548","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege n ram iron.bti"
"siege n ram.tga","","128","128","1","BC3","MultiValue","3","909","5.548","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege n ram.bti"
"special n battle boar.tga","","128","128","1","BC3","MultiValue","3","909","5.548","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n battle boar.bti"
"agamemnon map.tga","","256","256","1","BC3","MultiValue","3","3645","5.562","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\agamemnon map.bti"
"cavalry e war elephant iron.tga","","256","128","1","BC3","MultiValue","3","1877","5.728","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant iron.bti"
"cavalry e war elephant bronze.tga","","256","128","1","BC3","MultiValue","3","1902","5.804","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant bronze.bti"
"naval e pirate ship.tga","","256","256","1","BC3","MultiValue","3","3880","5.92","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\naval e pirate ship.bti"
"scenario e guardian.tga","","128","128","1","BC3","MultiValue","3","977","5.963","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario e guardian.bti"
"infantry g militia.tga","","64","64","1","BC3","MultiValue","3","2136","52.148","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g militia.bti"
"scenario e great box camel.tga","","256","256","1","BC3","MultiValue","3","34571","52.751","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\scenario e great box camel.bti"
"villager g female.tga","","64","64","1","BC3","MultiValue","3","2164","52.832","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\villager g female.bti"
"archer n throwing axeman standard.tga","","64","64","1","BC3","MultiValue","3","2168","52.93","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman standard.bti"
"archer g peltast standard.tga","","64","64","1","BC3","MultiValue","3","2201","53.735","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast standard.bti"
"building g titan gate map.tga","","256","256","1","BC3","MultiValue","3","37942","57.895","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\building g titan gate map.bti"
"cine a jarl helmet map.tga","","128","128","1","BC3","MultiValue","3","988","6.03","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine a jarl helmet map.bti"
"trade e caravan camel.tga","","128","128","1","BC3","MultiValue","3","990","6.042","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\trade e caravan camel.bti"
"trade n caravan cargo.tga","","128","128","1","BC3","MultiValue","3","1022","6.238","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\trade n caravan cargo.bti"
"cavalry e war elephant basket copper.tga","","64","64","1","BC3","MultiValue","3","258","6.299","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant basket copper.bti"
"special e pharaoh.tga","","64","64","1","BC3","MultiValue","3","259","6.323","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh.bti"
"sfx a serpent.tga","","64","64","1","BC3","MultiValue","3","261","6.372","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\sfx a serpent.bti"
"athenamap.tga","","256","256","1","BC3","MultiValue","3","4182","6.381","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\athenamap.bti"
"scenario theocrat.tga","","64","64","1","BC3","MultiValue","3","267","6.519","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario theocrat.bti"
"special n troll.tga","","128","128","1","BC3","MultiValue","3","1080","6.592","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n troll.bti"
"cine x trident soldier shield.tga","","256","256","1","BC3","MultiValue","3","4344","6.628","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier shield.bti"
"cavalry x lancer horse copper.tga","","128","128","1","BC3","MultiValue","3","1094","6.677","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer horse copper.bti"
"cavalry x lancer horse standard.tga","","128","128","1","BC3","MultiValue","3","1094","6.677","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer horse standard.bti"
"sfx a healing spring stone.tga","","256","256","1","BC3","MultiValue","3","4410","6.729","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\sfx a healing spring stone.bti"
"hero g atalanta shield.tga","","64","32","1","BC3","MultiValue","3","143","6.982","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g atalanta shield.bti"
"cavalry g prodromos standard.tga","","64","64","1","BC3","MultiValue","3","2585","63.11","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos standard.bti"
"scenario g odysseus map.tga","","64","64","1","BC3","MultiValue","3","2665","65.063","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g odysseus map.bti"
"scenario g old man map.tga","","64","64","1","BC3","MultiValue","3","2690","65.674","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g old man map.bti"
"special g medusa map.tga","","64","64","1","BC3","MultiValue","3","2695","65.796","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\special g medusa map.bti"
"world n garrison flag.tga","","64","32","1","BC3","MultiValue","3","1362","66.504","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\world n garrison flag.bti"
"world e garrison flag.tga","","64","32","1","BC3","MultiValue","3","1377","67.236","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\world e garrison flag.bti"
"special g medusa.tga","","128","128","1","BC3","MultiValue","3","11130","67.932","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\special g medusa.bti"
"naval n utility map.tga","","256","256","1","BC3","MultiValue","3","45006","68.674","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\naval n utility map.bti"
"special e wadjet.tga","","128","128","1","BC3","MultiValue","3","11386","69.495","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\special e wadjet.bti"
"infantry e spearman map.tga","","64","64","1","BC3","MultiValue","3","2858","69.775","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman map.bti"
"special g athena.tga","","128","128","1","BC3","MultiValue","3","1148","7.007","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g athena.bti"
"infantry n huskarl bronze.tga","","64","64","1","BC3","MultiValue","3","291","7.104","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl bronze.bti"
"infantry n huskarl copper.tga","","64","64","1","BC3","MultiValue","3","291","7.104","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl copper.bti"
"infantry n huskarl iron.tga","","64","64","1","BC3","MultiValue","3","291","7.104","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl iron.bti"
"infantry n huskarl standard.tga","","64","64","1","BC3","MultiValue","3","291","7.104","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl standard.bti"
