RelativePath,Source,Destination,Width,Height,TgaImageType,BitsPerPixel,DecodedPixels,RGBA_SHA256,PNG_RGBA_SHA256,Status,Error
textures\ui\ui god greek random 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god greek random 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god greek random 32x32.png,32,32,2,32,1024,7505aa3a52f37150f27df245358acacab03ed97cffb3a22a9ff154e5b96138d5,7505aa3a52f37150f27df245358acacab03ed97cffb3a22a9ff154e5b96138d5,PASS,
textures\ui\ui god greek random 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god greek random 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god greek random 64x64.png,64,64,2,32,4096,ce2783e324384a2ad82bd0ead030c0c93da1a72710aca2dbedef1b7bde65e064,ce2783e324384a2ad82bd0ead030c0c93da1a72710aca2dbedef1b7bde65e064,PASS,
textures\ui\ui god hades 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god hades 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god hades 128x128.png,128,128,2,32,16384,aae4b5b337653d47418227ee6512e02e928b9082bc5af862f3b1b21ab01f5360,aae4b5b337653d47418227ee6512e02e928b9082bc5af862f3b1b21ab01f5360,PASS,
textures\ui\ui god hades 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god hades 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god hades 256x256.png,256,256,2,32,65536,450bef312a9ae8987882fd324665e328964c100a29d4fdf61d54b2c0c5aea2ff,450bef312a9ae8987882fd324665e328964c100a29d4fdf61d54b2c0c5aea2ff,PASS,
textures\ui\ui god hades 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god hades 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god hades 32x32.png,32,32,2,32,1024,5a2d6fb43842e61f8afc4193f90f65a5f611ed0ec32b3d60daeec956413c91c3,5a2d6fb43842e61f8afc4193f90f65a5f611ed0ec32b3d60daeec956413c91c3,PASS,
textures\ui\ui god hades 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god hades 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god hades 64x64.png,64,64,2,32,4096,c36f693af6fe22d051da2dcbdcb16105a6358159c9047bc889c0f9b8a1ac9aba,c36f693af6fe22d051da2dcbdcb16105a6358159c9047bc889c0f9b8a1ac9aba,PASS,
textures\ui\ui god isis 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god isis 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god isis 128x128.png,128,128,2,32,16384,8af22fa7bb29676f75d3d008676e5c9a2151e5f5589799ec06e80612ea37414d,8af22fa7bb29676f75d3d008676e5c9a2151e5f5589799ec06e80612ea37414d,PASS,
textures\ui\ui god isis 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god isis 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god isis 256x256.png,256,256,2,32,65536,5d61e53334bc09aefb754c65c280dcfc2ee782d2e693d72a0ae84c39e9f7d6fa,5d61e53334bc09aefb754c65c280dcfc2ee782d2e693d72a0ae84c39e9f7d6fa,PASS,
textures\ui\ui god isis 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god isis 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god isis 32x32.png,32,32,2,32,1024,be5b6f3397645aa5818186def8ff5b9e31ef524862606e3b9ece28096a11cfd0,be5b6f3397645aa5818186def8ff5b9e31ef524862606e3b9ece28096a11cfd0,PASS,
textures\ui\ui god isis 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god isis 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god isis 64x64.png,64,64,2,32,4096,09e2efbabc813fd7af06eb414c552d890242c7dc22279a35373340ab9e86de4d,09e2efbabc813fd7af06eb414c552d890242c7dc22279a35373340ab9e86de4d,PASS,
textures\ui\ui god kronos 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god kronos 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god kronos 128x128.png,128,128,2,32,16384,aa1015f177780ac94898199e29b5d5fcc321c317271b2f42ba5ff35dcf11c87c,aa1015f177780ac94898199e29b5d5fcc321c317271b2f42ba5ff35dcf11c87c,PASS,
textures\ui\ui god kronos 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god kronos 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god kronos 256x256.png,256,256,2,32,65536,5215712ca27cfc65b9b56c9f7f78e81f500f9eadf33fa0e89f4931bb595bb688,5215712ca27cfc65b9b56c9f7f78e81f500f9eadf33fa0e89f4931bb595bb688,PASS,
textures\ui\ui god kronos 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god kronos 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god kronos 32x32.png,32,32,2,32,1024,7891eecb05129f4fdda71d59481f157df5745ed7cd8fb9cd162be77a0334325e,7891eecb05129f4fdda71d59481f157df5745ed7cd8fb9cd162be77a0334325e,PASS,
textures\ui\ui god kronos 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god kronos 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god kronos 64x64.png,64,64,2,32,4096,874039c340f24f2a2989b9698a09385a899016edd81f67a533fdb65b302ddae5,874039c340f24f2a2989b9698a09385a899016edd81f67a533fdb65b302ddae5,PASS,
textures\ui\ui god loki 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god loki 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god loki 128x128.png,128,128,2,32,16384,126c337c9df2dc12bb9ebadea7a2a8a7d6601e3fd4fbfc4b1182f7dff7c5312b,126c337c9df2dc12bb9ebadea7a2a8a7d6601e3fd4fbfc4b1182f7dff7c5312b,PASS,
textures\ui\ui god loki 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god loki 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god loki 256x256.png,256,256,2,32,65536,3cc22b9ff558d50688eb52fb7fa6b0328efd3ac8e01b0374acef4afd43505871,3cc22b9ff558d50688eb52fb7fa6b0328efd3ac8e01b0374acef4afd43505871,PASS,
textures\ui\ui god loki 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god loki 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god loki 32x32.png,32,32,2,32,1024,fa0c351a555f201b99cad8ea0437f96147c0934eddcb424a751be643b2d556da,fa0c351a555f201b99cad8ea0437f96147c0934eddcb424a751be643b2d556da,PASS,
textures\ui\ui god loki 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god loki 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god loki 64x64.png,64,64,2,32,4096,a4b9ee90a3277fe32b091d3f7dc06db4d94638286de264aae90fbd3414eb30cc,a4b9ee90a3277fe32b091d3f7dc06db4d94638286de264aae90fbd3414eb30cc,PASS,
textures\ui\ui god norse random 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god norse random 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god norse random 128x128.png,128,128,2,32,16384,07663d3218e874aff45a0abbc1b77d6cf3cd3000707b558dfa5e3c1ffef10e89,07663d3218e874aff45a0abbc1b77d6cf3cd3000707b558dfa5e3c1ffef10e89,PASS,
textures\ui\ui god norse random 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god norse random 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god norse random 256x256.png,256,256,2,32,65536,a3484ece2c77dfa2ac3599e107280cb69fb6cd4a235c7f5847c507b5720a22b8,a3484ece2c77dfa2ac3599e107280cb69fb6cd4a235c7f5847c507b5720a22b8,PASS,
textures\ui\ui god norse random 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god norse random 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god norse random 32x32.png,32,32,2,32,1024,0d3212ade1befa4afb6f18d986d5e9c9b53c3394f91410bfc3961b2bd77ab34e,0d3212ade1befa4afb6f18d986d5e9c9b53c3394f91410bfc3961b2bd77ab34e,PASS,
textures\ui\ui god norse random 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god norse random 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god norse random 64x64.png,64,64,2,32,4096,8d724bc9e870d45586ae03dbfbfc4e05832e3222fc15c2a334bfa06a673db234,8d724bc9e870d45586ae03dbfbfc4e05832e3222fc15c2a334bfa06a673db234,PASS,
textures\ui\ui god nuwa 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god nuwa 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god nuwa 128x128.png,128,128,2,32,16384,86296310556fa0cf5c9f2fd8d5c231c77c071a4736130297aba445657e650733,86296310556fa0cf5c9f2fd8d5c231c77c071a4736130297aba445657e650733,PASS,
textures\ui\ui god nuwa 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god nuwa 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god nuwa 256x256.png,256,256,2,32,65536,3bbec4a60d8564d3c779728a10df799c021c873d5362acebb0028a99b4b58dc8,3bbec4a60d8564d3c779728a10df799c021c873d5362acebb0028a99b4b58dc8,PASS,
textures\ui\ui god nuwa 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god nuwa 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god nuwa 32x32.png,32,32,2,32,1024,cc83c3707fba391fd3a7599943b9ed7111f874b67407248ff6f15a70bd2910e2,cc83c3707fba391fd3a7599943b9ed7111f874b67407248ff6f15a70bd2910e2,PASS,
textures\ui\ui god nuwa 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god nuwa 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god nuwa 64x64.png,64,64,2,32,4096,70eb896840cd68acc749c086c4fd11edb02e966e23b517e3a55f57cb9f7404ee,70eb896840cd68acc749c086c4fd11edb02e966e23b517e3a55f57cb9f7404ee,PASS,
textures\ui\ui god odin 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god odin 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god odin 128x128.png,128,128,2,32,16384,d3cb3440fdcbefb5b39224713d1f542ed834b9240d60d23a80cafa064b3459cc,d3cb3440fdcbefb5b39224713d1f542ed834b9240d60d23a80cafa064b3459cc,PASS,
textures\ui\ui god odin 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god odin 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god odin 256x256.png,256,256,2,32,65536,32f500b962584633ca5950a3fa4c3c381d81d526df07d1a7e8dbde8a9f2e40fc,32f500b962584633ca5950a3fa4c3c381d81d526df07d1a7e8dbde8a9f2e40fc,PASS,
textures\ui\ui god odin 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god odin 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god odin 32x32.png,32,32,2,32,1024,777f916a0a70e47af0f0aa852796df7a7b6400e62f83e6cc60c40372e761de54,777f916a0a70e47af0f0aa852796df7a7b6400e62f83e6cc60c40372e761de54,PASS,
textures\ui\ui god odin 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god odin 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god odin 64x64.png,64,64,2,32,4096,2e939a2358710fb89538db0173813a381da58577123a8b4e99d7cc3027546f3c,2e939a2358710fb89538db0173813a381da58577123a8b4e99d7cc3027546f3c,PASS,
textures\ui\ui god oranos 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god oranos 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god oranos 128x128.png,128,128,2,32,16384,f22ef051f3ffb3849baf74aba7655e011769abefcc4b183a2ff50e8fcbbaa95c,f22ef051f3ffb3849baf74aba7655e011769abefcc4b183a2ff50e8fcbbaa95c,PASS,
textures\ui\ui god oranos 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god oranos 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god oranos 256x256.png,256,256,2,32,65536,f56a7a76899a6529a46a552b69a76f84588e5259cb165934cf8c2b8127124512,f56a7a76899a6529a46a552b69a76f84588e5259cb165934cf8c2b8127124512,PASS,
textures\ui\ui god oranos 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god oranos 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god oranos 32x32.png,32,32,2,32,1024,62481288187a9e85faffbb1fa0576d1a9cd3f549e055333cc78285ef4121a2d2,62481288187a9e85faffbb1fa0576d1a9cd3f549e055333cc78285ef4121a2d2,PASS,
textures\ui\ui god oranos 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god oranos 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god oranos 64x64.png,64,64,2,32,4096,81399c37cfa452d1a7f561c4fd1c611e060da372e7aea65cd8141e21fd0bfdeb,81399c37cfa452d1a7f561c4fd1c611e060da372e7aea65cd8141e21fd0bfdeb,PASS,
textures\ui\ui god poseidon 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god poseidon 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god poseidon 128x128.png,128,128,2,32,16384,487df20b56ccd78f97f6d9a3648b57c0cfc64d65d24cf6c69eebd113d0e3d848,487df20b56ccd78f97f6d9a3648b57c0cfc64d65d24cf6c69eebd113d0e3d848,PASS,
textures\ui\ui god poseidon 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god poseidon 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god poseidon 256x256.png,256,256,2,32,65536,598429bc870f06417e0ee37feb505efa68add4873caa8b04b0b7127964152b16,598429bc870f06417e0ee37feb505efa68add4873caa8b04b0b7127964152b16,PASS,
textures\ui\ui god poseidon 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god poseidon 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god poseidon 32x32.png,32,32,2,32,1024,066537b9439e9caf153e20d621f54e8586248aab0fab4c974a26940e38c96099,066537b9439e9caf153e20d621f54e8586248aab0fab4c974a26940e38c96099,PASS,
textures\ui\ui god poseidon 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god poseidon 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god poseidon 64x64.png,64,64,2,32,4096,6d0f5df64573467019b89194b72b0cbd4c4653b98b0bf86ba1f1fb724a2e2b87,6d0f5df64573467019b89194b72b0cbd4c4653b98b0bf86ba1f1fb724a2e2b87,PASS,
textures\ui\ui god ra 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god ra 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god ra 128x128.png,128,128,2,32,16384,37ba72304b9f7a5f047051a36bd7f6664d9eeeaf068035316ef3b9f96790d2c7,37ba72304b9f7a5f047051a36bd7f6664d9eeeaf068035316ef3b9f96790d2c7,PASS,
textures\ui\ui god ra 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god ra 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god ra 256x256.png,256,256,2,32,65536,b772499f72aced1a2571ebd79fa63019740714a5b3f469506b1f3282165c0dda,b772499f72aced1a2571ebd79fa63019740714a5b3f469506b1f3282165c0dda,PASS,
textures\ui\ui god ra 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god ra 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god ra 32x32.png,32,32,2,32,1024,6496443f564f30547fa7813117d8bc2ab050964efbee2c852cc5c41a22b7e664,6496443f564f30547fa7813117d8bc2ab050964efbee2c852cc5c41a22b7e664,PASS,
textures\ui\ui god ra 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god ra 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god ra 64x64.png,64,64,2,32,4096,cf79e3238e2a7d9abba168f7f7e1c7ab7ded443dd0c37608b4c65fed924d2ae5,cf79e3238e2a7d9abba168f7f7e1c7ab7ded443dd0c37608b4c65fed924d2ae5,PASS,
textures\ui\ui god set 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god set 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god set 128x128.png,128,128,2,32,16384,8ecc539c759e5e7e89ad99495f0d3548c61158bd646103322d4465618a9c7cc8,8ecc539c759e5e7e89ad99495f0d3548c61158bd646103322d4465618a9c7cc8,PASS,
textures\ui\ui god set 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god set 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god set 256x256.png,256,256,2,32,65536,1ef09e3314a1b30c0077e999deb4618c8e71f7a1339c65def810f8a0af501bab,1ef09e3314a1b30c0077e999deb4618c8e71f7a1339c65def810f8a0af501bab,PASS,
textures\ui\ui god set 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god set 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god set 32x32.png,32,32,2,32,1024,33a6227500b60f5357fca4bebb84e3fcee3c62163aea8ce6fc861625944f5d64,33a6227500b60f5357fca4bebb84e3fcee3c62163aea8ce6fc861625944f5d64,PASS,
textures\ui\ui god set 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god set 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god set 64x64.png,64,64,2,32,4096,9e3a381123e12ff6d3744303eb3aa1d843a067e0133e2f98837148d9b4d8244a,9e3a381123e12ff6d3744303eb3aa1d843a067e0133e2f98837148d9b4d8244a,PASS,
textures\ui\ui god shennong 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god shennong 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god shennong 128x128.png,128,128,2,32,16384,946d456999b996fb250fd1ae8fb6ec89043c4868ea360d6d60aac1fa194785be,946d456999b996fb250fd1ae8fb6ec89043c4868ea360d6d60aac1fa194785be,PASS,
textures\ui\ui god shennong 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god shennong 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god shennong 256x256.png,256,256,2,32,65536,528ebacb098dbbec2bc6d1040ea6dd8ca2c3bf6592d6e6c13217814dba6ae1c6,528ebacb098dbbec2bc6d1040ea6dd8ca2c3bf6592d6e6c13217814dba6ae1c6,PASS,
textures\ui\ui god shennong 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god shennong 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god shennong 32x32.png,32,32,2,32,1024,f40b435eefea3f2232dfb1d794b212d32c1d169e3aae37f4b0082213f6f52393,f40b435eefea3f2232dfb1d794b212d32c1d169e3aae37f4b0082213f6f52393,PASS,
textures\ui\ui god shennong 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god shennong 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god shennong 64x64.png,64,64,2,32,4096,99df5aa58562e744241c1f24cd02a1cc17276a0729c61214989b85794d0da190,99df5aa58562e744241c1f24cd02a1cc17276a0729c61214989b85794d0da190,PASS,
textures\ui\ui god thor 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god thor 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god thor 128x128.png,128,128,2,32,16384,f5bb1eb258b766b3d35195017deb6674b13754556d95539202c1f8e98fa17e26,f5bb1eb258b766b3d35195017deb6674b13754556d95539202c1f8e98fa17e26,PASS,
textures\ui\ui god thor 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god thor 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god thor 256x256.png,256,256,2,32,65536,a2460812df3cddb1e00597adfadd5c49eff15dd059206d40dddfbf23a3fd9d12,a2460812df3cddb1e00597adfadd5c49eff15dd059206d40dddfbf23a3fd9d12,PASS,
textures\ui\ui god thor 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god thor 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god thor 32x32.png,32,32,2,32,1024,20419a0ba14e7ded0bfa1b786eca39a891a12aa536b62baa167275fec5c4cc3d,20419a0ba14e7ded0bfa1b786eca39a891a12aa536b62baa167275fec5c4cc3d,PASS,
textures\ui\ui god thor 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god thor 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god thor 64x64.png,64,64,2,32,4096,8a959011b7a40cc85107369c698b4cabe9a8a93786e1a982cdf0239e9ce46af0,8a959011b7a40cc85107369c698b4cabe9a8a93786e1a982cdf0239e9ce46af0,PASS,
textures\ui\ui god zeus 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god zeus 128x128.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god zeus 128x128.png,128,128,2,32,16384,069bd03cc3061976c1592a3ee33bb92189daed06065a9583b4e95801b805e2e0,069bd03cc3061976c1592a3ee33bb92189daed06065a9583b4e95801b805e2e0,PASS,
textures\ui\ui god zeus 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god zeus 256x256.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god zeus 256x256.png,256,256,2,32,65536,320ad141eba4a2a6fdf528f659eff8a949149ae4a0df84f2f07bac9df61031e3,320ad141eba4a2a6fdf528f659eff8a949149ae4a0df84f2f07bac9df61031e3,PASS,
textures\ui\ui god zeus 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god zeus 32x32.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god zeus 32x32.png,32,32,2,32,1024,d2559346c598ffcc507a9c0d35e08671564d3cdfd675390cd34a4bceb994121a,d2559346c598ffcc507a9c0d35e08671564d3cdfd675390cd34a4bceb994121a,PASS,
textures\ui\ui god zeus 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui god zeus 64x64.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui god zeus 64x64.png,64,64,2,32,4096,c49b2d7695958fb1440e2b78247c47bfe6141b5a34626b3642a9d7dd4c90085a,c49b2d7695958fb1440e2b78247c47bfe6141b5a34626b3642a9d7dd4c90085a,PASS,
textures\ui\ui icon button clicked.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui icon button clicked.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui icon button clicked.png,64,64,2,32,4096,60574a1323d7a08bec2b063d2d3d994135773ec55b1c091f0a80cd6a2b1e711a,60574a1323d7a08bec2b063d2d3d994135773ec55b1c091f0a80cd6a2b1e711a,PASS,
textures\ui\ui icon button foreground film.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui icon button foreground film.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui icon button foreground film.png,64,64,2,32,4096,544de441adc40fe89bf3849e748cd7d3e49211cbec4a0439f9787ae4f9ad2573,544de441adc40fe89bf3849e748cd7d3e49211cbec4a0439f9787ae4f9ad2573,PASS,
textures\ui\ui icon button foreground history.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui icon button foreground history.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui icon button foreground history.png,64,64,2,32,4096,47a646865f0813a8a6fc0a13c6130b746520ca44a99890f9252db244a27491b3,47a646865f0813a8a6fc0a13c6130b746520ca44a99890f9252db244a27491b3,PASS,
textures\ui\ui icon button foreground options.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui icon button foreground options.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui icon button foreground options.png,64,64,2,32,4096,26db853d648702ada17c76b1299b12b336b6eda2e19ba4389acb645e9345ef72,26db853d648702ada17c76b1299b12b336b6eda2e19ba4389acb645e9345ef72,PASS,
textures\ui\ui icon button foreground steam.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui icon button foreground steam.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui icon button foreground steam.png,64,64,2,32,4096,5763bde4a28ac6f6ae66eb16ffbd19dea122301a792158a9e6d5b9005cf8e120,5763bde4a28ac6f6ae66eb16ffbd19dea122301a792158a9e6d5b9005cf8e120,PASS,
textures\ui\ui icon button rollover.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui icon button rollover.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui icon button rollover.png,64,64,2,32,4096,9acd56f7222ef06cf61dd7b1212ae3e70b1c07f06f316f7516f2400ec60ae065,9acd56f7222ef06cf61dd7b1212ae3e70b1c07f06f316f7516f2400ec60ae065,PASS,
textures\ui\ui icon button.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui icon button.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui icon button.png,64,64,2,32,4096,f82878ce3d43336ddd0f560c8e39a3ded8494cb76213da23ec2d7e74380ad7b2,f82878ce3d43336ddd0f560c8e39a3ded8494cb76213da23ec2d7e74380ad7b2,PASS,
textures\ui\ui line yellow vertical.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui line yellow vertical.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui line yellow vertical.png,8,256,2,32,2048,05bcd8f4b93c0fcd6025b055fbe3c4eed7a0c3ba7df7e0e3b30c1e5cd1c34ae5,05bcd8f4b93c0fcd6025b055fbe3c4eed7a0c3ba7df7e0e3b30c1e5cd1c34ae5,PASS,
textures\ui\ui line yellow.tga,D:\AI_upscaling\AoMEE\input\production_source\textures\ui\ui line yellow.tga,D:\AI_upscaling\AoMEE\input\production_source_png\textures\ui\ui line yellow.png,256,8,2,32,2048,e3cca84ac1a340fc2c99ebf72edb8e79131ab9239f46a1b74ec291f447eccec1,e3cca84ac1a340fc2c99ebf72edb8e79131ab9239f46a1b74ec291f447eccec1,PASS,
